ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_age_ms,depth_m,depth_mode,esc_us,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-27T12:32:23.962Z,0.5.1,false,0.00,15.39,false,false,false,false,false,none,1000,1531,1000,1500,1609,1000,0.0,196.5,1660,false,1794,0.86,run,1500,false,true,1469,137.3,148.3,154324,38.846516,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.30,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1537,10,1856487826,0.5,131,,,,,false,,
2026-06-27T12:32:24.987Z,0.5.1,false,0.00,15.39,false,false,false,false,false,none,1000,1531,1000,1500,1609,1000,0.0,196.5,1660,false,2810,0.86,run,1500,false,true,1469,137.1,148.1,154348,38.846519,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.79,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1537,10,1856487826,0.5,132,,,,,false,,
2026-06-27T12:32:26.004Z,0.5.1,false,0.00,15.40,false,false,false,false,false,none,1000,1531,1000,1500,1609,1000,0.0,196.5,1660,false,3831,0.86,run,1500,false,true,1469,136.7,147.7,154324,38.846519,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.36,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1537,10,1856487826,0.4,133,,,,,false,,
2026-06-27T12:32:27.054Z,0.5.1,false,0.00,15.36,false,false,false,false,false,none,1000,1531,1000,1500,1971,1305,0.0,196.5,1660,false,4874,0.86,run,1574,false,true,1469,136.6,147.6,154336,38.846519,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.53,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1660,10,1856487826,0.3,134,,,,,false,,
2026-06-27T12:32:28.055Z,0.5.1,false,-0.00,15.14,false,false,false,false,false,none,1000,1531,1000,1500,2000,1518,0.0,196.5,1660,false,5884,0.86,run,1653,false,true,1469,135.4,146.4,154332,38.846519,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.56,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,9,true,1670,10,1856487826,0.3,135,,,,,false,,
2026-06-27T12:32:28.954Z,0.5.1,false,-0.00,15.19,false,false,false,false,false,none,1000,1531,1000,1500,1716,1518,0.0,196.5,1660,false,6776,0.86,run,1645,false,true,1469,133.2,144.2,154344,38.846523,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.95,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,8,true,1573,10,1856487826,0.1,136,,,,,false,,
2026-06-27T12:32:30.004Z,0.5.1,false,0.00,15.27,false,false,false,false,false,none,1000,1531,1000,1501,1915,1518,0.0,196.5,1660,false,7840,0.86,run,1650,false,true,1469,141.8,152.8,154344,38.846523,-77.162003,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.51,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,9,true,1641,10,1856487826,0.2,137,,,,,false,,
2026-06-27T12:32:31.055Z,0.5.1,false,-0.00,15.16,false,false,false,false,false,none,1000,1531,1000,1500,1843,1518,0.0,196.5,1660,false,8875,0.86,run,1648,false,true,1469,149.2,160.2,154332,38.846527,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.99,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1616,10,1856487826,0.3,138,,,,,false,,
2026-06-27T12:32:32.055Z,0.5.1,false,0.00,15.13,false,false,false,false,false,none,1000,1531,1000,1501,1866,1518,0.0,196.5,1660,false,9880,0.86,run,1649,false,true,1469,160.0,171.0,154348,38.846539,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.98,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,9,true,1624,11,1856487826,0.6,139,,,,,false,,
2026-06-27T12:32:32.972Z,0.5.1,false,0.00,15.26,false,false,false,false,false,none,1000,1531,1000,1500,1876,1468,0.0,196.5,1660,false,10799,0.86,run,1631,false,true,1469,172.8,183.8,154328,38.846539,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.27,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1627,11,1856487826,0.4,140,,,,,false,,
2026-06-27T12:32:33.988Z,0.5.1,false,0.00,15.33,false,false,false,false,false,none,1000,1531,1000,1500,1857,1452,0.0,196.5,1660,false,11823,0.86,run,1625,false,true,1469,189.7,200.7,154344,38.846542,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.38,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1621,11,1856487826,0.5,141,,,,,false,,
