ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_age_ms,depth_m,depth_mode,esc_us,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-27T12:34:22.101Z,0.5.1,false,-0.00,15.31,false,false,false,false,false,none,1000,1531,1000,1500,1607,1486,-4.3,146.6,1660,false,17219,0.88,run,1630,false,true,1469,150.4,165.7,154328,38.846233,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.98,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1536,11,1856487826,1.2,249,,,,,false,,
2026-06-27T12:34:24.118Z,0.5.1,false,0.00,15.13,false,false,false,false,false,none,1000,1531,1000,1500,1607,1618,-4.5,154.3,1660,false,19213,0.88,run,1675,false,true,1469,160.2,175.7,152636,38.846226,-77.161987,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.67,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1536,11,1856487826,1.1,251,,,,,false,,
2026-06-27T12:34:24.918Z,0.5.1,false,0.00,15.06,false,false,false,false,false,none,1000,1531,1000,1500,1609,1590,-4.3,152.8,1660,false,18211,0.88,run,1666,false,true,1469,156.4,171.7,154328,38.846230,-77.161995,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.69,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1537,11,1856487826,1.2,250,,,,,false,,
2026-06-27T12:34:25.018Z,0.5.1,false,0.00,15.04,false,false,false,false,false,none,1000,1531,1000,1500,1607,1620,-4.4,162.7,1660,false,120,0.88,run,1676,false,true,1469,163.6,179.0,154324,38.846218,-77.161987,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.81,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1536,11,1856487826,1.7,252,,,,,false,,
2026-06-27T12:34:26.069Z,0.5.1,false,0.00,15.11,false,false,false,false,false,none,1000,1531,1000,1500,1609,1620,-4.4,165.1,1660,false,1172,0.88,run,1676,false,true,1469,166.2,181.5,154316,38.846207,-77.161987,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.54,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1537,11,1856487826,2.1,253,,,,,false,,
2026-06-27T12:34:27.052Z,0.5.1,false,0.00,15.07,false,false,false,false,false,none,1000,1531,1000,1500,1609,1620,-4.4,166.9,1660,false,2171,0.88,run,1676,false,true,1469,167.8,183.2,154316,38.846195,-77.161980,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,24.03,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,9,true,1537,11,1856487826,2.2,254,,,,,false,,
2026-06-27T12:34:28.086Z,0.5.1,false,0.00,15.19,false,false,false,false,false,none,1000,1531,1000,1500,1609,1620,-4.4,167.6,1660,false,3193,0.88,run,1676,false,true,1469,168.1,183.5,154324,38.846188,-77.161980,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.77,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1537,11,1856487826,2.2,255,,,,,false,,
2026-06-27T12:34:29.419Z,0.5.1,false,0.00,15.08,false,false,false,false,false,none,1000,1531,1000,1500,1609,1620,-4.3,169.3,1660,false,4545,0.88,run,1676,false,true,1469,167.4,182.7,154340,38.846169,-77.161972,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.53,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1537,11,1856487826,2.4,256,,,,,false,,
2026-06-27T12:34:30.369Z,0.5.1,false,-0.00,15.10,false,false,false,false,false,none,1000,1531,1000,1500,1610,1620,-4.3,168.7,1660,false,5476,0.88,run,1676,false,true,1469,167.1,182.4,154316,38.846157,-77.161972,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.76,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1537,11,1856487826,2.4,257,,,,,false,,
2026-06-27T12:34:31.053Z,0.5.1,false,0.00,15.09,false,false,false,false,false,none,1000,1531,1000,1500,1612,1620,-4.2,168.7,1660,false,6172,0.88,run,1676,false,true,1469,167.4,182.6,154340,38.846157,-77.161972,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.84,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,6,true,1538,11,1856487826,2.4,258,,,,,false,,
2026-06-27T12:34:32.070Z,0.5.1,false,0.00,15.04,false,false,false,false,false,none,1000,1531,1000,1500,1614,1620,-4.2,168.2,1660,false,7185,0.88,run,1676,false,true,1469,166.6,181.8,154328,38.846146,-77.161972,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.71,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1538,11,1856487826,2.8,259,,,,,false,,
2026-06-27T12:34:33.136Z,0.5.1,false,0.00,15.10,false,false,false,false,false,none,1000,1531,1000,1500,1614,1620,-4.1,167.3,1660,false,8242,0.88,run,1676,false,true,1469,166.4,181.5,154340,38.846134,-77.161964,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.50,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1538,11,1856487826,2.6,260,,,,,false,,
2026-06-27T12:34:34.070Z,0.5.1,false,0.00,14.96,false,false,false,false,false,none,1000,1531,1000,1500,1616,1620,-4.1,166.7,1660,false,9196,0.88,run,1677,false,true,1469,166.4,181.5,154328,38.846123,-77.161964,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.80,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1539,11,1856487826,2.2,261,,,,,false,,
2026-06-27T12:34:35.287Z,0.5.1,false,0.00,14.99,false,false,false,false,false,none,1000,1531,1000,1500,1617,1620,-4.1,165.8,1660,false,10396,0.88,run,1677,false,true,1469,165.8,180.9,154324,38.846100,-77.161957,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.12,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1539,11,1856487826,2.4,262,,,,,false,,
2026-06-27T12:34:36.270Z,0.5.1,false,0.00,15.03,false,false,false,false,false,none,1000,1531,1000,1500,1619,1620,-4.1,165.4,1660,false,11390,0.88,run,1677,false,true,1469,164.2,179.3,154324,38.846088,-77.161949,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.77,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1540,11,1856487826,2.5,263,,,,,false,,
2026-06-27T12:34:37.137Z,0.5.1,false,0.00,15.17,false,false,false,false,false,none,1000,1531,1000,1500,1619,1620,-4.0,165.4,1660,false,12240,0.88,run,1677,false,true,1469,163.6,178.6,154324,38.846088,-77.161949,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.19,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,8,true,1540,11,1856487826,2.5,264,,,,,false,,
2026-06-27T12:34:38.220Z,0.5.1,false,0.00,15.06,false,false,false,false,false,none,1000,1531,1000,1500,1752,1620,-3.9,164.5,1660,false,13339,0.88,run,1681,false,true,1469,163.0,177.9,154324,38.846066,-77.161942,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.08,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1585,11,1856487826,2.5,265,,,,,false,,
2026-06-27T12:34:39.087Z,0.5.1,false,-0.00,15.18,false,false,false,false,false,none,1000,1531,1000,1500,1619,1620,-3.8,164.5,1660,false,14169,0.88,run,1677,false,true,1469,160.1,174.9,154316,38.846066,-77.161942,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.12,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1540,11,1856487826,2.5,266,,,,,false,,
2026-06-27T12:34:44.706Z,0.5.1,false,0.00,15.05,false,false,false,false,false,none,1000,1531,1000,1500,1776,1620,-3.1,178.3,1660,false,19322,0.88,run,1682,false,true,1469,175.4,189.5,150660,38.846001,-77.161934,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.93,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1593,12,1856487826,2.4,271,,,,,false,,
2026-06-27T12:34:45.275Z,0.5.1,,0.00,15.05,,,,,false,,,,,,,,,178.3,,,,0.88,,1683,false,true,,175.1,,,38.846001,-77.161934,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1605,12,,2.4,272,,,,,false,,
2026-06-27T12:34:46.276Z,0.5.1,,0.00,14.94,,,,,false,,,,,,,,,180.7,,,,0.88,,1688,false,true,,169.7,,,38.845985,-77.161934,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1654,12,,2.3,273,,,,,false,,
2026-06-27T12:34:47.277Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,188.6,,,,0.88,,1685,false,true,,173.9,,,38.845978,-77.161941,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1617,12,,2.0,274,,,,,false,,
2026-06-27T12:34:48.395Z,0.5.1,,0.00,15.16,,,,,false,,,,,,,,,188.6,,,,0.88,,1677,false,true,,178.1,,,38.845978,-77.161941,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.0,275,,,,,false,,
2026-06-27T12:34:49.395Z,0.5.1,,0.00,15.14,,,,,false,,,,,,,,,222.1,,,,0.88,,1677,false,true,,209.5,,,38.845959,-77.161964,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1541,12,,2.1,276,,,,,false,,
2026-06-27T12:34:50.395Z,0.5.1,,0.00,15.20,,,,,false,,,,,,,,,231.9,,,,0.88,,1677,false,true,,224.5,,,38.845951,-77.161972,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1541,12,,2.3,277,,,,,false,,
2026-06-27T12:34:51.396Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,237.5,,,,0.88,,1677,false,true,,232.9,,,38.845943,-77.161987,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.3,278,,,,,false,,
2026-06-27T12:34:52.396Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,240.3,,,,0.88,,1677,false,true,,236.4,,,38.845940,-77.162003,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,279,,,,,false,,
2026-06-27T12:34:53.397Z,0.5.1,,0.00,15.09,,,,,false,,,,,,,,,243.2,,,,0.88,,1677,false,true,,237.7,,,38.845932,-77.162018,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1541,12,,2.4,280,,,,,false,,
2026-06-27T12:34:54.397Z,0.5.1,,0.00,15.09,,,,,false,,,,,,,,,245.6,,,,0.88,,1677,false,true,,239.7,,,38.845924,-77.162033,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,281,,,,,false,,
2026-06-27T12:34:55.397Z,0.5.1,,0.00,15.22,,,,,false,,,,,,,,,246.3,,,,0.88,,1677,false,true,,241.1,,,38.845921,-77.162048,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,282,,,,,false,,
2026-06-27T12:34:56.397Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,246.9,,,,0.88,,1677,false,true,,243.2,,,38.845917,-77.162056,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,283,,,,,false,,
2026-06-27T12:34:57.397Z,0.5.1,,0.00,15.11,,,,,false,,,,,,,,,247.4,,,,0.88,,1677,false,true,,242.9,,,38.845909,-77.162071,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,284,,,,,false,,
2026-06-27T12:34:58.397Z,0.5.1,,0.00,15.02,,,,,false,,,,,,,,,247.9,,,,0.88,,1677,false,true,,243.7,,,38.845905,-77.162087,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,285,,,,,false,,
2026-06-27T12:34:59.397Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,247.8,,,,0.88,,1677,false,true,,243.5,,,38.845901,-77.162102,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,286,,,,,false,,
2026-06-27T12:35:00.397Z,0.5.1,,0.00,15.03,,,,,false,,,,,,,,,248.2,,,,0.88,,1675,false,true,,245.4,,,38.845898,-77.162117,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1525,12,,2.5,287,,,,,false,,
2026-06-27T12:35:01.397Z,0.5.1,,0.00,14.99,,,,,false,,,,,,,,,248.4,,,,0.88,,1671,false,true,,245.8,,,38.845894,-77.162132,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1478,12,,2.4,288,,,,,false,,
2026-06-27T12:35:02.408Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,247.1,,,,0.88,,1667,false,true,,250.3,,,38.845890,-77.162148,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1435,12,,2.4,289,,,,,false,,
2026-06-27T12:35:03.408Z,0.5.1,,0.00,15.02,,,,,false,,,,,,,,,238.7,,,,0.88,,1667,false,true,,244.8,,,38.845882,-77.162155,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1435,11,,2.2,290,,,,,false,,
2026-06-27T12:35:04.409Z,0.5.1,,0.00,15.08,,,,,false,,,,,,,,,225.1,,,,0.88,,1667,false,true,,231.7,,,38.845875,-77.162163,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1439,11,,1.9,291,,,,,false,,
2026-06-27T12:35:05.409Z,0.5.1,,0.00,15.14,,,,,false,,,,,,,,,210.5,,,,0.88,,1677,false,true,,216.0,,,38.845867,-77.162163,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,1.7,292,,,,,false,,
2026-06-27T12:35:06.409Z,0.5.1,,0.00,15.18,,,,,false,,,,,,,,,190.6,,,,0.88,,1677,false,true,,192.5,,,38.845860,-77.162163,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1539,12,,1.9,293,,,,,false,,
2026-06-27T12:35:07.410Z,0.5.1,,0.00,15.06,,,,,false,,,,,,,,,172.9,,,,0.88,,1672,false,true,,178.3,,,38.845852,-77.162163,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1488,12,,2.2,294,,,,,false,,
2026-06-27T12:35:08.411Z,0.5.1,,0.00,15.18,,,,,false,,,,,,,,,166.9,,,,0.88,,1672,false,true,,173.9,,,38.845841,-77.162155,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1485,12,,2.4,295,,,,,false,,
2026-06-27T12:35:09.412Z,0.5.1,,0.00,15.08,,,,,false,,,,,,,,,160.7,,,,0.88,,1672,false,true,,164.9,,,38.845833,-77.162148,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1485,12,,2.3,296,,,,,false,,
2026-06-27T12:35:10.413Z,0.5.1,,0.00,15.22,,,,,false,,,,,,,,,151.8,,,,0.88,,1677,false,true,,156.7,,,38.845825,-77.162140,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,297,,,,,false,,
2026-06-27T12:35:11.414Z,0.5.1,,0.00,15.11,,,,,false,,,,,,,,,140.5,,,,0.88,,1677,false,true,,146.0,,,38.845818,-77.162132,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,298,,,,,false,,
2026-06-27T12:35:12.414Z,0.5.1,,0.00,15.21,,,,,false,,,,,,,,,136.6,,,,0.88,,1677,false,true,,140.3,,,38.845810,-77.162125,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,299,,,,,false,,
2026-06-27T12:35:13.414Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,135.0,,,,0.88,,1677,false,true,,137.3,,,38.845802,-77.162109,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,300,,,,,false,,
2026-06-27T12:35:14.414Z,0.5.1,,0.00,15.03,,,,,false,,,,,,,,,133.1,,,,0.88,,1677,false,true,,136.2,,,38.845795,-77.162102,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,301,,,,,false,,
2026-06-27T12:35:15.414Z,0.5.1,,0.00,15.09,,,,,false,,,,,,,,,132.3,,,,0.88,,1677,false,true,,134.3,,,38.845787,-77.162087,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,302,,,,,false,,
2026-06-27T12:35:16.415Z,0.5.1,,0.00,14.98,,,,,false,,,,,,,,,131.4,,,,0.88,,1677,false,true,,134.2,,,38.845779,-77.162079,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,303,,,,,false,,
2026-06-27T12:35:17.415Z,0.5.1,,0.00,15.15,,,,,false,,,,,,,,,131.3,,,,0.88,,1677,false,true,,134.9,,,38.845772,-77.162064,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,304,,,,,false,,
2026-06-27T12:35:18.415Z,0.5.1,,0.00,15.14,,,,,false,,,,,,,,,130.9,,,,0.88,,1677,false,true,,135.3,,,38.845764,-77.162056,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,305,,,,,false,,
2026-06-27T12:35:19.415Z,0.5.1,,0.00,15.09,,,,,false,,,,,,,,,129.9,,,,0.88,,1677,false,true,,134.0,,,38.845757,-77.162048,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,306,,,,,false,,
2026-06-27T12:35:20.415Z,0.5.1,,0.00,15.10,,,,,false,,,,,,,,,129.1,,,,0.88,,1677,false,true,,133.0,,,38.845749,-77.162033,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,307,,,,,false,,
2026-06-27T12:35:21.416Z,0.5.1,,0.00,15.12,,,,,false,,,,,,,,,128.9,,,,0.88,,1677,false,true,,132.1,,,38.845741,-77.162025,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,308,,,,,false,,
2026-06-27T12:35:22.417Z,0.5.1,,0.00,15.12,,,,,false,,,,,,,,,129.2,,,,0.88,,1677,false,true,,131.0,,,38.845734,-77.162010,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,309,,,,,false,,
2026-06-27T12:35:23.418Z,0.5.1,,0.00,15.21,,,,,false,,,,,,,,,130.8,,,,0.88,,1677,false,true,,131.2,,,38.845726,-77.162003,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,310,,,,,false,,
2026-06-27T12:35:24.418Z,0.5.1,,0.00,15.10,,,,,false,,,,,,,,,128.8,,,,0.88,,1677,false,true,,131.2,,,38.845718,-77.161995,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,311,,,,,false,,
2026-06-27T12:35:25.421Z,0.5.1,,0.00,15.18,,,,,false,,,,,,,,,127.4,,,,0.88,,1677,false,true,,130.6,,,38.845711,-77.161980,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,312,,,,,false,,
2026-06-27T12:35:26.421Z,0.5.1,,0.00,14.96,,,,,false,,,,,,,,,127.0,,,,0.88,,1677,false,true,,129.9,,,38.845703,-77.161972,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,313,,,,,false,,
2026-06-27T12:35:27.421Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,127.2,,,,0.88,,1677,false,true,,130.7,,,38.845695,-77.161957,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,314,,,,,false,,
2026-06-27T12:35:28.422Z,0.5.1,,0.00,15.10,,,,,false,,,,,,,,,126.4,,,,0.88,,1677,false,true,,130.4,,,38.845688,-77.161949,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.6,315,,,,,false,,
2026-06-27T12:35:29.423Z,0.5.1,,0.00,15.22,,,,,false,,,,,,,,,126.7,,,,0.88,,1677,false,true,,129.3,,,38.845680,-77.161934,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,316,,,,,false,,
2026-06-27T12:35:30.424Z,0.5.1,,0.00,15.11,,,,,false,,,,,,,,,126.4,,,,0.88,,1677,false,true,,129.7,,,38.845673,-77.161926,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,317,,,,,false,,
2026-06-27T12:35:31.427Z,0.5.1,,0.00,15.17,,,,,false,,,,,,,,,126.3,,,,0.88,,1677,false,true,,129.1,,,38.845665,-77.161911,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,318,,,,,false,,
2026-06-27T12:35:32.427Z,0.5.1,,0.00,15.02,,,,,false,,,,,,,,,127.0,,,,0.88,,1677,false,true,,130.0,,,38.845657,-77.161903,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.6,319,,,,,false,,
2026-06-27T12:35:33.427Z,0.5.1,,0.00,15.05,,,,,false,,,,,,,,,127.0,,,,0.88,,1677,false,true,,129.2,,,38.845650,-77.161888,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.6,320,,,,,false,,
2026-06-27T12:35:34.428Z,0.5.1,,0.00,15.00,,,,,false,,,,,,,,,126.7,,,,0.88,,1677,false,true,,127.9,,,38.845642,-77.161880,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.4,321,,,,,false,,
2026-06-27T12:35:35.429Z,0.5.1,,0.00,15.11,,,,,false,,,,,,,,,125.8,,,,0.88,,1677,false,true,,127.7,,,38.845635,-77.161865,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,322,,,,,false,,
2026-06-27T12:35:36.431Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,126.4,,,,0.88,,1677,false,true,,126.0,,,38.845627,-77.161858,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,323,,,,,false,,
2026-06-27T12:35:37.431Z,0.5.1,,0.00,15.08,,,,,false,,,,,,,,,125.9,,,,0.88,,1677,false,true,,125.9,,,38.845619,-77.161842,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,324,,,,,false,,
2026-06-27T12:35:38.432Z,0.5.1,,0.00,14.98,,,,,false,,,,,,,,,125.7,,,,0.88,,1677,false,true,,127.1,,,38.845612,-77.161835,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,325,,,,,false,,
2026-06-27T12:35:39.433Z,0.5.1,,0.00,15.04,,,,,false,,,,,,,,,125.6,,,,0.88,,1677,false,true,,128.5,,,38.845604,-77.161819,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,326,,,,,false,,
2026-06-27T12:35:40.435Z,0.5.1,,0.00,14.98,,,,,false,,,,,,,,,125.6,,,,0.88,,1677,false,true,,126.7,,,38.845600,-77.161812,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,327,,,,,false,,
2026-06-27T12:35:41.435Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,126.0,,,,0.88,,1677,false,true,,127.6,,,38.845593,-77.161797,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,328,,,,,false,,
2026-06-27T12:35:42.436Z,0.5.1,,0.00,15.09,,,,,false,,,,,,,,,126.6,,,,0.88,,1677,false,true,,126.4,,,38.845585,-77.161789,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,329,,,,,false,,
2026-06-27T12:35:43.437Z,0.5.1,,0.00,15.05,,,,,false,,,,,,,,,126.5,,,,0.88,,1677,false,true,,127.3,,,38.845577,-77.161774,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,330,,,,,false,,
2026-06-27T12:35:44.438Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,126.2,,,,0.88,,1677,false,true,,125.2,,,38.845570,-77.161766,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,331,,,,,false,,
2026-06-27T12:35:45.439Z,0.5.1,,0.00,15.01,,,,,false,,,,,,,,,125.7,,,,0.88,,1677,false,true,,124.7,,,38.845562,-77.161751,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,332,,,,,false,,
2026-06-27T12:35:46.439Z,0.5.1,,0.00,15.10,,,,,false,,,,,,,,,125.4,,,,0.88,,1677,false,true,,125.4,,,38.845554,-77.161736,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.5,333,,,,,false,,
2026-06-27T12:35:47.442Z,0.5.1,,0.00,15.12,,,,,false,,,,,,,,,124.0,,,,0.88,,1677,false,true,,124.7,,,38.845551,-77.161728,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.6,334,,,,,false,,
2026-06-27T12:35:48.442Z,0.5.1,,0.00,15.07,,,,,false,,,,,,,,,124.3,,,,0.88,,1674,false,true,,124.8,,,38.845543,-77.161713,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1514,12,,2.6,335,,,,,false,,
2026-06-27T12:35:49.442Z,0.5.1,,0.00,15.02,,,,,false,,,,,,,,,124.7,,,,0.88,,1672,false,true,,127.0,,,38.845535,-77.161697,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1487,12,,2.5,336,,,,,false,,
2026-06-27T12:35:50.443Z,0.5.1,,0.00,15.12,,,,,false,,,,,,,,,122.4,,,,0.88,,1672,false,true,,126.5,,,38.845528,-77.161690,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1488,12,,2.5,337,,,,,false,,
2026-06-27T12:35:51.444Z,0.5.1,,0.00,15.03,,,,,false,,,,,,,,,116.4,,,,0.88,,1673,false,true,,120.0,,,38.845524,-77.161675,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1497,12,,2.4,338,,,,,false,,
2026-06-27T12:35:52.445Z,0.5.1,,0.00,15.08,,,,,false,,,,,,,,,107.9,,,,0.88,,1677,false,true,,108.9,,,38.845520,-77.161659,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1540,12,,2.3,339,,,,,false,,
