ts,v,approach_lock,audio_ok,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_age_ms,depth_mode,depth_raw_us,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mission_active,mode,nav_on,pid_kd,pid_kp,port_us,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,stbd_us,uptime,wp_bearing,wp_count,wp_dist_m,wp_idx,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-07-03T12:21:17.056Z,0.7.5,,,15.07,,,,,false,,,,,,,,,196.7,,,,,,false,true,,187.3,,,38.846241,-77.162117,,,,,,,,,,,,,,,AUTO,,,,1613,false,,,,,,,,,,1486,12,,1.4,,258,,5,32.9,1,38.845962,-77.162247,true,,
2026-07-03T12:21:18.059Z,0.7.5,,,15.01,,,,,false,,,,,,,,,208.9,,,,,,false,true,,206.8,,,38.846233,-77.162125,,,,,,,,,,,,,,,AUTO,,,,1646,false,,,,,,,,,,1480,12,,1.6,,259,,5,31.9,1,38.845962,-77.162247,true,,
2026-07-03T12:21:19.059Z,0.7.5,,,15.01,,,,,false,,,,,,,,,214.8,,,,,,false,true,,215.1,,,38.846226,-77.162132,,,,,,,,,,,,,,,AUTO,,,,1645,false,,,,,,,,,,1431,12,,1.8,,260,,5,30.9,1,38.845962,-77.162247,true,,
2026-07-03T12:21:20.059Z,0.7.5,,,15.03,,,,,false,,,,,,,,,211.7,,,,,,false,true,,213.6,,,38.846218,-77.162132,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1495,12,,1.7,,261,,5,30.1,1,38.845962,-77.162247,true,,
2026-07-03T12:21:21.059Z,0.7.5,,,14.96,,,,,false,,,,,,,,,203.6,,,,,,false,true,,199.2,,,38.846210,-77.162140,,,,,,,,,,,,,,,AUTO,,,,1684,false,,,,,,,,,,1533,12,,1.7,,262,,5,29.1,1,38.845962,-77.162247,true,,
2026-07-03T12:21:22.059Z,0.7.5,,,15.08,,,,,false,,,,,,,,,199.1,,,,,,false,true,,187.9,,,38.846203,-77.162140,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1546,12,,1.7,,263,,5,28.3,1,38.845962,-77.162247,true,,
2026-07-03T12:21:23.059Z,0.7.5,,,15.03,,,,,false,,,,,,,,,197.8,,,,,,false,true,,186.7,,,38.846195,-77.162140,,,,,,,,,,,,,,,AUTO,,,,1654,false,,,,,,,,,,1532,12,,1.7,,264,,5,27.5,1,38.845962,-77.162247,true,,
2026-07-03T12:21:24.059Z,0.7.5,,,15.04,,,,,false,,,,,,,,,199.2,,,,,,false,true,,191.8,,,38.846188,-77.162148,,,,,,,,,,,,,,,AUTO,,,,1653,false,,,,,,,,,,1472,12,,1.6,,265,,5,26.5,1,38.845962,-77.162247,true,,
2026-07-03T12:21:25.061Z,0.7.5,,,15.09,,,,,false,,,,,,,,,202.4,,,,,,false,true,,199.4,,,38.846180,-77.162148,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1500,12,,1.6,,266,,5,25.7,1,38.845962,-77.162247,true,,
2026-07-03T12:21:26.061Z,0.7.5,,,15.02,,,,,false,,,,,,,,,201.6,,,,,,false,true,,200.8,,,38.846172,-77.162155,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.8,,267,,5,24.6,1,38.845962,-77.162247,true,,
2026-07-03T12:21:27.061Z,0.7.5,,,15.06,,,,,false,,,,,,,,,199.9,,,,,,false,true,,197.3,,,38.846165,-77.162155,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1500,12,,1.7,,268,,5,23.8,1,38.845962,-77.162247,true,,
2026-07-03T12:21:28.061Z,0.7.5,,,15.00,,,,,false,,,,,,,,,196.1,,,,,,false,true,,193.7,,,38.846157,-77.162155,,,,,,,,,,,,,,,AUTO,,,,1674,false,,,,,,,,,,1525,12,,1.7,,269,,5,23.0,1,38.845962,-77.162247,true,,
2026-07-03T12:21:29.061Z,0.7.5,,,15.08,,,,,false,,,,,,,,,191.7,,,,,,false,true,,186.7,,,38.846149,-77.162155,,,,,,,,,,,,,,,AUTO,,,,1689,false,,,,,,,,,,1583,12,,1.7,,270,,5,22.2,1,38.845962,-77.162247,true,,
2026-07-03T12:21:30.062Z,0.7.5,,,15.06,,,,,false,,,,,,,,,191.4,,,,,,false,true,,180.3,,,38.846142,-77.162163,,,,,,,,,,,,,,,AUTO,,,,1677,false,,,,,,,,,,1576,12,,1.6,,271,,5,21.2,1,38.845962,-77.162247,true,,
2026-07-03T12:21:31.062Z,0.7.5,,,15.00,,,,,false,,,,,,,,,197.0,,,,,,false,true,,187.5,,,38.846134,-77.162163,,,,,,,,,,,,,,,AUTO,,,,1628,false,,,,,,,,,,1495,12,,1.6,,272,,5,20.4,1,38.845962,-77.162247,true,,
2026-07-03T12:21:32.062Z,0.7.5,,,14.96,,,,,false,,,,,,,,,203.6,,,,,,false,true,,204.8,,,38.846127,-77.162170,,,,,,,,,,,,,,,AUTO,,,,1637,false,,,,,,,,,,1497,12,,1.6,,273,,5,19.4,1,38.845962,-77.162247,true,,
2026-07-03T12:21:33.062Z,0.7.5,,,15.04,,,,,false,,,,,,,,,211.9,,,,,,false,true,,211.8,,,38.846119,-77.162170,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1459,12,,1.7,,274,,5,18.6,1,38.845962,-77.162247,true,,
2026-07-03T12:21:34.062Z,0.7.5,,,15.09,,,,,false,,,,,,,,,212.1,,,,,,false,true,,212.1,,,38.846111,-77.162178,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1486,12,,1.6,,275,,5,17.6,1,38.845962,-77.162247,true,,
2026-07-03T12:21:35.062Z,0.7.5,,,14.98,,,,,false,,,,,,,,,203.9,,,,,,false,true,,202.3,,,38.846104,-77.162178,,,,,,,,,,,,,,,AUTO,,,,1684,false,,,,,,,,,,1524,12,,1.7,,276,,5,16.8,1,38.845962,-77.162247,true,,
2026-07-03T12:21:36.062Z,0.7.5,,,15.03,,,,,false,,,,,,,,,199.0,,,,,,false,true,,192.5,,,38.846096,-77.162186,,,,,,,,,,,,,,,AUTO,,,,1683,false,,,,,,,,,,1534,12,,1.7,,277,,5,15.8,1,38.845962,-77.162247,true,,
2026-07-03T12:21:37.062Z,0.7.5,,,15.08,,,,,false,,,,,,,,,196.6,,,,,,false,true,,190.4,,,38.846088,-77.162186,,,,,,,,,,,,,,,AUTO,,,,1666,false,,,,,,,,,,1533,12,,1.8,,278,,5,15.0,1,38.845962,-77.162247,true,,
2026-07-03T12:21:38.062Z,0.7.5,,,15.02,,,,,false,,,,,,,,,197.0,,,,,,false,true,,191.7,,,38.846081,-77.162186,,,,,,,,,,,,,,,AUTO,,,,1654,false,,,,,,,,,,1507,12,,1.7,,279,,5,14.2,1,38.845962,-77.162247,true,,
2026-07-03T12:21:39.062Z,0.7.5,,,15.03,,,,,false,,,,,,,,,198.3,,,,,,false,true,,196.7,,,38.846073,-77.162193,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1484,12,,1.7,,280,,5,13.1,1,38.845962,-77.162247,true,,
2026-07-03T12:21:40.062Z,0.7.5,,,15.01,,,,,false,,,,,,,,,199.6,,,,,,false,true,,200.6,,,38.846066,-77.162193,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.7,,281,,5,12.4,1,38.845962,-77.162247,true,,
2026-07-03T12:21:41.062Z,0.7.5,,,15.06,,,,,false,,,,,,,,,198.0,,,,,,false,true,,199.8,,,38.846058,-77.162201,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1500,12,,1.8,,282,,5,11.3,1,38.845962,-77.162247,true,,
2026-07-03T12:21:42.062Z,0.7.5,,,15.03,,,,,false,,,,,,,,,196.1,,,,,,false,true,,197.1,,,38.846050,-77.162201,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1501,12,,1.8,,283,,5,10.5,1,38.845962,-77.162247,true,,
2026-07-03T12:21:43.062Z,0.7.5,,,15.01,,,,,false,,,,,,,,,193.2,,,,,,false,true,,194.2,,,38.846043,-77.162201,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1539,12,,1.8,,284,,5,9.8,1,38.845962,-77.162247,true,,
2026-07-03T12:21:44.062Z,0.7.5,,,15.06,,,,,false,,,,,,,,,190.8,,,,,,false,true,,186.9,,,38.846035,-77.162209,,,,,,,,,,,,,,,AUTO,,,,1697,false,,,,,,,,,,1576,12,,1.8,,285,,5,8.7,1,38.845962,-77.162247,true,,
2026-07-03T12:21:45.063Z,0.7.5,,,15.04,,,,,false,,,,,,,,,193.0,,,,,,false,true,,185.6,,,38.846031,-77.162209,,,,,,,,,,,,,,,AUTO,,,,1645,false,,,,,,,,,,1531,12,,1.7,,286,,5,8.3,1,38.845962,-77.162247,true,,
2026-07-03T12:21:46.063Z,0.7.5,,,14.98,,,,,false,,,,,,,,,198.5,,,,,,false,true,,196.7,,,38.846024,-77.162216,,,,,,,,,,,,,,,AUTO,,,,1633,false,,,,,,,,,,1449,12,,1.6,,287,,5,7.3,1,38.845962,-77.162247,true,,
2026-07-03T12:21:47.063Z,0.7.5,,,15.02,,,,,false,,,,,,,,,203.9,,,,,,false,true,,207.9,,,38.846016,-77.162216,,,,,,,,,,,,,,,AUTO,,,,1649,false,,,,,,,,,,1500,12,,1.6,,288,,5,6.5,1,38.845962,-77.162247,true,,
2026-07-03T12:21:48.064Z,0.7.5,,,15.02,,,,,false,,,,,,,,,202.1,,,,,,false,true,,205.7,,,38.846012,-77.162224,,,,,,,,,,,,,,,AUTO,,,,1666,false,,,,,,,,,,1500,12,,1.7,,289,,5,5.9,1,38.845962,-77.162247,true,,
2026-07-03T12:21:49.065Z,0.7.5,,,15.05,,,,,false,,,,,,,,,198.5,,,,,,false,true,,199.7,,,38.846004,-77.162231,,,,,,,,,,,,,,,AUTO,,,,1635,false,,,,,,,,,,1468,12,,1.7,,290,,5,52.3,2,38.845745,-77.161728,true,,
2026-07-03T12:21:50.065Z,0.7.5,,,15.06,,,,,false,,,,,,,,,194.7,,,,,,false,true,,199.4,,,38.845997,-77.162231,,,,,,,,,,,,,,,AUTO,,,,1623,false,,,,,,,,,,1390,12,,1.7,,291,,5,51.8,2,38.845745,-77.161728,true,,
2026-07-03T12:21:51.065Z,0.7.5,,,15.08,,,,,false,,,,,,,,,186.6,,,,,,false,true,,197.5,,,38.845989,-77.162231,,,,,,,,,,,,,,,AUTO,,,,1650,false,,,,,,,,,,1403,12,,1.8,,292,,5,51.4,2,38.845745,-77.161728,true,,
2026-07-03T12:21:52.065Z,0.7.5,,,15.03,,,,,false,,,,,,,,,174.9,,,,,,false,true,,183.0,,,38.845985,-77.162231,,,,,,,,,,,,,,,AUTO,,,,1687,false,,,,,,,,,,1484,12,,1.6,,293,,5,51.1,2,38.845745,-77.161728,true,,
2026-07-03T12:21:53.065Z,0.7.5,,,15.00,,,,,false,,,,,,,,,163.5,,,,,,false,true,,159.9,,,38.845982,-77.162224,,,,,,,,,,,,,,,AUTO,,,,1703,false,,,,,,,,,,1562,12,,1.5,,294,,5,50.4,2,38.845745,-77.161728,true,,
2026-07-03T12:21:54.065Z,0.7.5,,,15.02,,,,,false,,,,,,,,,147.9,,,,,,false,true,,141.3,,,38.845974,-77.162224,,,,,,,,,,,,,,,AUTO,,,,1691,false,,,,,,,,,,1592,12,,1.7,,295,,5,49.9,2,38.845745,-77.161728,true,,
2026-07-03T12:21:55.065Z,0.7.5,,,15.08,,,,,false,,,,,,,,,145.9,,,,,,false,true,,140.1,,,38.845970,-77.162216,,,,,,,,,,,,,,,AUTO,,,,1643,false,,,,,,,,,,1514,12,,1.6,,296,,5,49.1,2,38.845745,-77.161728,true,,
2026-07-03T12:21:56.065Z,0.7.5,,,15.03,,,,,false,,,,,,,,,153.4,,,,,,false,true,,154.4,,,38.845962,-77.162216,,,,,,,,,,,,,,,AUTO,,,,1619,false,,,,,,,,,,1429,12,,1.6,,297,,5,48.7,2,38.845745,-77.161728,true,,
2026-07-03T12:21:57.065Z,0.7.5,,,14.95,,,,,false,,,,,,,,,157.3,,,,,,false,true,,166.8,,,38.845959,-77.162209,,,,,,,,,,,,,,,AUTO,,,,1620,false,,,,,,,,,,1361,12,,1.8,,298,,5,47.9,2,38.845745,-77.161728,true,,
2026-07-03T12:21:58.066Z,0.7.5,,,15.02,,,,,false,,,,,,,,,153.5,,,,,,false,true,,167.7,,,38.845951,-77.162209,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1418,12,,1.7,,299,,5,47.5,2,38.845745,-77.161728,true,,
2026-07-03T12:21:59.066Z,0.7.5,,,15.02,,,,,false,,,,,,,,,131.7,,,,,,false,true,,147.6,,,38.845947,-77.162193,,,,,,,,,,,,,,,AUTO,,,,1699,false,,,,,,,,,,1503,12,,1.8,,300,,5,46.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:00.067Z,0.7.5,,,14.98,,,,,false,,,,,,,,,123.6,,,,,,false,true,,124.7,,,38.845943,-77.162186,,,,,,,,,,,,,,,AUTO,,,,1691,false,,,,,,,,,,1588,12,,1.6,,301,,5,45.4,2,38.845745,-77.161728,true,,
2026-07-03T12:22:01.068Z,0.7.5,,,15.06,,,,,false,,,,,,,,,112.4,,,,,,false,true,,111.7,,,38.845940,-77.162178,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1550,12,,1.8,,302,,5,44.6,2,38.845745,-77.161728,true,,
2026-07-03T12:22:02.068Z,0.7.5,,,15.08,,,,,false,,,,,,,,,120.6,,,,,,false,true,,118.9,,,38.845936,-77.162170,,,,,,,,,,,,,,,AUTO,,,,1633,false,,,,,,,,,,1500,12,,1.5,,303,,5,43.8,2,38.845745,-77.161728,true,,
2026-07-03T12:22:03.071Z,0.7.5,,,15.06,,,,,false,,,,,,,,,126.9,,,,,,false,true,,131.2,,,38.845932,-77.162163,,,,,,,,,,,,,,,AUTO,,,,1634,false,,,,,,,,,,1448,12,,1.7,,304,,5,43.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:04.071Z,0.7.5,,,15.04,,,,,false,,,,,,,,,129.2,,,,,,false,true,,140.7,,,38.845924,-77.162155,,,,,,,,,,,,,,,AUTO,,,,1634,false,,,,,,,,,,1392,12,,1.8,,305,,5,42.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:05.072Z,0.7.5,,,15.06,,,,,false,,,,,,,,,125.7,,,,,,false,true,,140.1,,,38.845921,-77.162148,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1452,12,,1.8,,306,,5,41.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:06.072Z,0.7.5,,,15.06,,,,,false,,,,,,,,,115.4,,,,,,false,true,,121.8,,,38.845917,-77.162140,,,,,,,,,,,,,,,AUTO,,,,1701,false,,,,,,,,,,1529,12,,1.6,,307,,5,40.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:07.072Z,0.7.5,,,15.04,,,,,false,,,,,,,,,104.0,,,,,,false,true,,105.2,,,38.845917,-77.162132,,,,,,,,,,,,,,,AUTO,,,,1690,false,,,,,,,,,,1551,12,,1.7,,308,,5,39.9,2,38.845745,-77.161728,true,,
2026-07-03T12:22:08.072Z,0.7.5,,,15.04,,,,,false,,,,,,,,,101.2,,,,,,false,true,,99.2,,,38.845917,-77.162117,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1577,12,,1.8,,309,,5,38.7,2,38.845745,-77.161728,true,,
2026-07-03T12:22:09.072Z,0.7.5,,,15.05,,,,,false,,,,,,,,,96.9,,,,,,false,true,,103.0,,,38.845913,-77.162109,,,,,,,,,,,,,,,AUTO,,,,1644,false,,,,,,,,,,1503,12,,2.0,,310,,5,37.9,2,38.845745,-77.161728,true,,
2026-07-03T12:22:10.072Z,0.7.5,,,15.07,,,,,false,,,,,,,,,108.8,,,,,,false,true,,118.2,,,38.845909,-77.162102,,,,,,,,,,,,,,,AUTO,,,,1621,false,,,,,,,,,,1460,12,,1.7,,311,,5,37.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:11.072Z,0.7.5,,,15.06,,,,,false,,,,,,,,,118.7,,,,,,false,true,,126.4,,,38.845901,-77.162087,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1473,12,,1.8,,312,,5,35.6,2,38.845745,-77.161728,true,,
2026-07-03T12:22:12.072Z,0.7.5,,,15.05,,,,,false,,,,,,,,,117.1,,,,,,false,true,,123.2,,,38.845898,-77.162079,,,,,,,,,,,,,,,AUTO,,,,1672,false,,,,,,,,,,1500,12,,1.9,,313,,5,34.8,2,38.845745,-77.161728,true,,
2026-07-03T12:22:13.072Z,0.7.5,,,15.04,,,,,false,,,,,,,,,116.6,,,,,,false,true,,117.2,,,38.845894,-77.162071,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1500,12,,1.7,,314,,5,34.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:14.073Z,0.7.5,,,15.07,,,,,false,,,,,,,,,114.7,,,,,,false,true,,115.2,,,38.845890,-77.162064,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.8,,315,,5,33.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:15.073Z,0.7.5,,,15.08,,,,,false,,,,,,,,,116.5,,,,,,false,true,,115.4,,,38.845886,-77.162048,,,,,,,,,,,,,,,AUTO,,,,1646,false,,,,,,,,,,1500,12,,1.7,,316,,5,31.9,2,38.845745,-77.161728,true,,
2026-07-03T12:22:16.073Z,0.7.5,,,15.09,,,,,false,,,,,,,,,115.6,,,,,,false,true,,116.6,,,38.845882,-77.162041,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1500,12,,1.7,,317,,5,31.1,2,38.845745,-77.161728,true,,
2026-07-03T12:22:17.073Z,0.7.5,,,15.08,,,,,false,,,,,,,,,115.2,,,,,,false,true,,117.4,,,38.845879,-77.162033,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.8,,318,,5,30.3,2,38.845745,-77.161728,true,,
2026-07-03T12:22:18.073Z,0.7.5,,,15.09,,,,,false,,,,,,,,,114.8,,,,,,false,true,,118.2,,,38.845875,-77.162025,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1500,12,,1.8,,319,,5,29.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:19.073Z,0.7.5,,,15.06,,,,,false,,,,,,,,,116.7,,,,,,false,true,,118.5,,,38.845867,-77.162010,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1500,12,,1.8,,320,,5,28.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:20.073Z,0.7.5,,,15.05,,,,,false,,,,,,,,,117.9,,,,,,false,true,,118.9,,,38.845863,-77.162003,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.8,,321,,5,27.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:21.073Z,0.7.5,,,15.03,,,,,false,,,,,,,,,116.8,,,,,,false,true,,119.3,,,38.845860,-77.161995,,,,,,,,,,,,,,,AUTO,,,,1651,false,,,,,,,,,,1500,12,,1.8,,322,,5,26.4,2,38.845745,-77.161728,true,,
2026-07-03T12:22:22.073Z,0.7.5,,,15.01,,,,,false,,,,,,,,,114.2,,,,,,false,true,,118.6,,,38.845856,-77.161980,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.8,,323,,5,25.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:23.074Z,0.7.5,,,15.03,,,,,false,,,,,,,,,115.6,,,,,,false,true,,119.1,,,38.845852,-77.161972,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.8,,324,,5,24.3,2,38.845745,-77.161728,true,,
2026-07-03T12:22:24.075Z,0.7.5,,,15.02,,,,,false,,,,,,,,,117.4,,,,,,false,true,,119.3,,,38.845848,-77.161964,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.8,,325,,5,23.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:25.076Z,0.7.5,,,15.08,,,,,false,,,,,,,,,119.7,,,,,,false,true,,120.2,,,38.845844,-77.161957,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1500,12,,1.8,,326,,5,22.7,2,38.845745,-77.161728,true,,
2026-07-03T12:22:26.076Z,0.7.5,,,15.09,,,,,false,,,,,,,,,120.0,,,,,,false,true,,121.3,,,38.845841,-77.161941,,,,,,,,,,,,,,,AUTO,,,,1653,false,,,,,,,,,,1500,12,,1.8,,327,,5,21.3,2,38.845745,-77.161728,true,,
2026-07-03T12:22:27.076Z,0.7.5,,,15.08,,,,,false,,,,,,,,,119.2,,,,,,false,true,,122.0,,,38.845837,-77.161934,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.8,,328,,5,20.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:28.076Z,0.7.5,,,15.04,,,,,false,,,,,,,,,119.0,,,,,,false,true,,122.1,,,38.845833,-77.161926,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.8,,329,,5,19.8,2,38.845745,-77.161728,true,,
2026-07-03T12:22:29.077Z,0.7.5,,,15.00,,,,,false,,,,,,,,,120.1,,,,,,false,true,,122.5,,,38.845829,-77.161919,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1500,12,,1.8,,330,,5,19.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:30.077Z,0.7.5,,,14.98,,,,,false,,,,,,,,,121.0,,,,,,false,true,,121.9,,,38.845821,-77.161911,,,,,,,,,,,,,,,AUTO,,,,1651,false,,,,,,,,,,1500,12,,1.8,,331,,5,18.0,2,38.845745,-77.161728,true,,
2026-07-03T12:22:31.077Z,0.7.5,,,15.02,,,,,false,,,,,,,,,121.4,,,,,,false,true,,122.3,,,38.845818,-77.161896,,,,,,,,,,,,,,,AUTO,,,,1653,false,,,,,,,,,,1500,12,,1.9,,332,,5,16.6,2,38.845745,-77.161728,true,,
2026-07-03T12:22:32.077Z,0.7.5,,,15.03,,,,,false,,,,,,,,,124.3,,,,,,false,true,,122.8,,,38.845814,-77.161888,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.7,,333,,5,15.8,2,38.845745,-77.161728,true,,
2026-07-03T12:22:33.077Z,0.7.5,,,15.06,,,,,false,,,,,,,,,115.7,,,,,,false,true,,122.1,,,38.845810,-77.161880,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1500,12,,2.0,,334,,5,15.1,2,38.845745,-77.161728,true,,
2026-07-03T12:22:34.077Z,0.7.5,,,15.09,,,,,false,,,,,,,,,119.3,,,,,,false,true,,123.0,,,38.845806,-77.161873,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.8,,335,,5,14.3,2,38.845745,-77.161728,true,,
2026-07-03T12:22:35.078Z,0.7.5,,,15.08,,,,,false,,,,,,,,,120.7,,,,,,false,true,,123.3,,,38.845802,-77.161865,,,,,,,,,,,,,,,AUTO,,,,1654,false,,,,,,,,,,1488,12,,1.7,,336,,5,13.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:36.079Z,0.7.5,,,15.06,,,,,false,,,,,,,,,121.6,,,,,,false,true,,123.8,,,38.845799,-77.161850,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1500,12,,1.7,,337,,5,12.1,2,38.845745,-77.161728,true,,
2026-07-03T12:22:37.079Z,0.7.5,,,15.06,,,,,false,,,,,,,,,124.4,,,,,,false,true,,123.8,,,38.845791,-77.161842,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1498,12,,1.8,,338,,5,11.1,2,38.845745,-77.161728,true,,
2026-07-03T12:22:38.079Z,0.7.5,,,15.05,,,,,false,,,,,,,,,122.4,,,,,,false,true,,123.4,,,38.845787,-77.161835,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1503,12,,1.8,,339,,5,10.4,2,38.845745,-77.161728,true,,
2026-07-03T12:22:39.079Z,0.7.5,,,15.06,,,,,false,,,,,,,,,122.7,,,,,,false,true,,122.8,,,38.845783,-77.161827,,,,,,,,,,,,,,,AUTO,,,,1667,false,,,,,,,,,,1498,12,,1.8,,340,,5,9.6,2,38.845745,-77.161728,true,,
2026-07-03T12:22:40.079Z,0.7.5,,,15.06,,,,,false,,,,,,,,,122.1,,,,,,false,true,,121.4,,,38.845779,-77.161819,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1500,12,,1.9,,341,,5,8.8,2,38.845745,-77.161728,true,,
2026-07-03T12:22:41.079Z,0.7.5,,,15.03,,,,,false,,,,,,,,,122.0,,,,,,false,true,,120.1,,,38.845772,-77.161804,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1500,12,,1.8,,342,,5,7.2,2,38.845745,-77.161728,true,,
2026-07-03T12:22:42.079Z,0.7.5,,,15.03,,,,,false,,,,,,,,,121.4,,,,,,false,true,,119.4,,,38.845768,-77.161797,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.7,,343,,5,6.5,2,38.845745,-77.161728,true,,
2026-07-03T12:22:43.079Z,0.7.5,,,15.09,,,,,false,,,,,,,,,120.2,,,,,,false,true,,119.5,,,38.845764,-77.161789,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.8,,344,,5,5.7,2,38.845745,-77.161728,true,,
2026-07-03T12:22:44.080Z,0.7.5,,,15.08,,,,,false,,,,,,,,,119.7,,,,,,false,true,,119.5,,,38.845760,-77.161774,,,,,,,,,,,,,,,AUTO,,,,1616,false,,,,,,,,,,1467,12,,1.9,,345,,5,17.6,3,38.845909,-77.161705,true,,
2026-07-03T12:22:45.080Z,0.7.5,,,15.00,,,,,false,,,,,,,,,117.2,,,,,,false,true,,123.3,,,38.845757,-77.161766,,,,,,,,,,,,,,,AUTO,,,,1619,false,,,,,,,,,,1382,12,,2.0,,346,,5,17.8,3,38.845909,-77.161705,true,,
2026-07-03T12:22:46.080Z,0.7.5,,,15.02,,,,,false,,,,,,,,,115.0,,,,,,false,true,,121.8,,,38.845757,-77.161758,,,,,,,,,,,,,,,AUTO,,,,1647,false,,,,,,,,,,1370,12,,1.9,,347,,5,17.6,3,38.845909,-77.161705,true,,
2026-07-03T12:22:47.080Z,0.7.5,,,15.06,,,,,false,,,,,,,,,100.2,,,,,,false,true,,100.1,,,38.845753,-77.161743,,,,,,,,,,,,,,,AUTO,,,,1675,false,,,,,,,,,,1455,12,,1.4,,348,,5,17.7,3,38.845909,-77.161705,true,,
