ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_set
2026-06-14T10:39:18.958Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1790,1570,0.4,206.2,1720,false,off,1665,false,true,197.4,208.1,205408,38.846458,-77.162041,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.46,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1598,12,4204574309,1.7,195,false
2026-06-14T10:39:19.892Z,test_29-pool2.6-magcal2,true,-0.00,15.81,false,false,false,false,false,none,1000,1000,1500,1797,1570,0.8,207.2,1720,false,off,1665,false,true,196.0,206.2,205416,38.846451,-77.162041,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,17.65,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1600,12,4204574309,1.9,196,false
2026-06-14T10:39:20.925Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1501,1570,1.4,211.2,1720,false,off,1656,false,true,201.1,210.7,205396,38.846443,-77.162048,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,16.30,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1500,12,4204574309,1.9,197,false
2026-06-14T10:39:21.959Z,test_29-pool2.6-magcal2,true,-0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1649,1570,1.8,217.3,1720,false,off,1660,false,true,217.0,226.2,205412,38.846436,-77.162056,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.23,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1551,12,4204574309,1.9,198,false
2026-06-14T10:39:22.959Z,test_29-pool2.6-magcal2,true,0.00,15.66,false,false,false,false,false,none,1000,1000,1500,1696,1570,1.7,226.8,1720,false,off,1662,false,true,221.6,231.0,205408,38.846432,-77.162064,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.39,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1566,12,4204574309,2.0,199,false
2026-06-14T10:39:23.876Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1656,1570,1.9,229.4,1720,false,off,1660,false,true,222.4,231.5,205392,38.846424,-77.162079,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.41,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1552,12,4204574309,2.1,200,false
2026-06-14T10:39:24.892Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,1000,1500,1635,1570,2.2,232.2,1720,false,off,1660,false,true,226.0,234.8,205408,38.846420,-77.162086,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.84,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1545,12,4204574309,2.1,201,false
2026-06-14T10:39:25.943Z,test_29-pool2.6-magcal2,true,0.00,15.68,false,false,false,false,false,none,1000,1000,1500,1645,1570,2.5,233.6,1720,false,off,1660,false,true,230.1,238.6,205416,38.846413,-77.162094,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.18,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1549,12,4204574309,2.1,202,false
2026-06-14T10:39:26.960Z,test_29-pool2.6-magcal2,true,0.00,15.67,false,false,false,false,false,none,1000,1000,1500,1501,1570,2.7,236.2,1720,false,off,1656,false,true,234.2,242.5,205400,38.846409,-77.162109,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.77,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1500,12,4204574309,2.1,203,false
2026-06-14T10:39:27.893Z,test_29-pool2.6-magcal2,true,0.00,15.67,false,false,false,false,false,none,1000,1000,1501,1500,1570,2.7,241.7,1720,false,off,1656,false,true,238.4,246.7,205400,38.846401,-77.162117,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.84,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1500,12,4204574309,2.2,204,false
2026-06-14T10:39:28.893Z,test_29-pool2.6-magcal2,true,0.00,15.66,false,false,false,false,false,none,1000,1000,1501,1500,1570,2.9,241.3,1720,false,off,1656,false,true,238.0,246.2,205400,38.846397,-77.162132,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.83,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1500,12,4204574309,2.1,205,false
2026-06-14T10:39:29.943Z,test_29-pool2.6-magcal2,true,0.00,15.69,false,false,false,false,false,none,1000,1000,1500,1501,1570,3.1,236.9,1720,false,off,1656,false,true,232.7,240.6,205400,38.846394,-77.162140,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.85,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1500,12,4204574309,2.0,206,false
2026-06-14T10:39:30.944Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1501,1570,3.3,229.9,1720,false,off,1656,false,true,226.5,234.1,205400,38.846386,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.27,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1500,12,4204574309,2.1,207,false
