ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-14T10:44:52.503Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.8,110.2,1720,false,off,1659,false,true,113.0,122.2,205416,38.846272,-77.162018,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.89,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.1,529,,,,,false,,
2026-06-14T10:44:53.503Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1571,1.7,110.5,1720,false,off,1660,false,true,112.9,122.2,205420,38.846268,-77.162003,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.45,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,2.1,530,310.1,12.8,38.846340,-77.162117,true,,
2026-06-14T10:44:54.553Z,test_29-pool2.6-magcal2,true,0.00,15.68,false,false,false,false,false,none,1000,1000,1499,1610,1570,1.6,110.6,1720,false,off,1659,false,true,112.6,122.0,205384,38.846264,-77.161995,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.98,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1537,12,4204574309,2.1,531,308.9,13.6,38.846340,-77.162117,true,,
2026-06-14T10:44:55.553Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.5,110.6,1720,false,off,1659,false,true,112.9,122.4,205396,38.846260,-77.161980,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.09,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.1,532,306.9,14.9,38.846340,-77.162117,true,,
2026-06-14T10:44:56.570Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1500,1609,1571,1.3,109.1,1720,false,off,1660,false,true,112.7,122.4,205400,38.846256,-77.161964,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.04,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.1,533,304.6,16.2,38.846340,-77.162117,true,,
2026-06-14T10:44:57.503Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.1,109.7,1720,false,off,1659,false,true,112.4,122.2,205388,38.846252,-77.161957,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.73,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,2.1,534,305.4,17.0,38.846340,-77.162117,true,,
2026-06-14T10:44:58.637Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1609,1570,1.0,110.0,1720,false,off,1659,false,true,112.6,122.6,205408,38.846249,-77.161942,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.24,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,2.1,535,304.0,18.3,38.846340,-77.162117,true,,
2026-06-14T10:44:59.570Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.9,110.1,1720,false,off,1660,false,true,112.3,122.4,205400,38.846245,-77.161934,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.39,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,2.1,536,304.8,19.1,38.846340,-77.162117,true,,
2026-06-14T10:45:00.487Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.8,109.8,1720,false,off,1659,false,true,111.8,122.1,203264,38.846241,-77.161919,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.76,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,2.0,537,269.2,27.1,38.846237,-77.162231,true,,
2026-06-14T10:45:01.637Z,test_29-pool2.6-magcal2,true,0.00,15.76,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.6,108.7,1720,false,off,1660,false,true,112.1,122.5,205412,38.846237,-77.161911,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.63,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1537,12,4204574309,2.0,538,270.0,27.8,38.846237,-77.162231,true,,
2026-06-14T10:45:02.571Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.5,109.3,1720,false,off,1660,false,true,112.4,123.0,203656,38.846233,-77.161896,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.28,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,2.0,539,256.7,26.4,38.846180,-77.162193,true,,
2026-06-14T10:45:03.571Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1609,1570,0.4,111.2,1720,false,off,1659,false,true,112.1,122.7,205412,38.846230,-77.161888,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.59,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,2.1,540,257.4,27.0,38.846180,-77.162193,true,,
2026-06-14T10:45:04.571Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1699,1570,0.3,111.1,1720,false,off,1662,false,true,112.1,122.8,205392,38.846226,-77.161873,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.28,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1568,12,4204574309,2.1,541,259.5,28.2,38.846180,-77.162193,true,,
2026-06-14T10:45:05.488Z,test_29-pool2.6-magcal2,true,-0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1611,1570,0.4,111.3,1720,false,off,1659,false,true,110.2,120.9,205384,38.846222,-77.161865,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.94,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,2.2,542,260.1,28.8,38.846180,-77.162193,true,,
2026-06-14T10:45:06.622Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.4,114.3,1720,false,off,1659,false,true,113.4,123.9,205392,38.846218,-77.161850,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.52,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,2.1,543,260.9,30.0,38.846180,-77.162193,true,,
2026-06-14T10:45:07.788Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,1000,1489,1896,1570,0.5,116.4,1720,false,off,1668,false,true,115.8,126.4,205400,38.846214,-77.161842,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.80,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1634,12,4204574309,2.0,544,262.5,30.6,38.846180,-77.162193,true,,
2026-06-14T10:45:08.572Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1497,2000,1570,0.8,120.2,1720,false,off,1671,false,true,113.0,123.2,205388,38.846210,-77.161827,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.88,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1670,12,4204574309,2.0,545,264.2,31.9,38.846180,-77.162193,true,,
2026-06-14T10:45:09.838Z,test_29-pool2.6-magcal2,true,0.00,15.80,false,false,false,false,false,none,1000,1000,1496,1975,1571,0.8,125.2,1720,false,off,1672,false,true,120.8,131.0,205192,38.846203,-77.161819,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.71,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1661,12,4204574309,1.7,546,265.0,32.5,38.846180,-77.162193,true,,
2026-06-14T10:45:10.556Z,test_29-pool2.6-magcal2,true,-0.00,15.76,false,false,false,false,false,none,1000,1000,1500,1609,1570,0.8,141.5,1720,false,off,1659,false,true,131.5,141.8,205396,38.846199,-77.161819,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.90,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,1.6,547,266.0,32.4,38.846180,-77.162193,true,,
2026-06-14T10:45:11.756Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,1000,1500,1609,1571,0.8,157.6,1720,false,off,1660,false,true,164.1,174.4,205404,38.846191,-77.161819,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.68,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,1.5,548,267.6,32.4,38.846180,-77.162193,true,,
2026-06-14T10:45:12.689Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1393,0.8,181.9,1720,false,off,1599,false,true,179.7,189.9,205404,38.846184,-77.161819,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.15,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1537,12,4204574309,1.8,549,268.7,32.4,38.846180,-77.162193,true,,
2026-06-14T10:45:13.689Z,test_29-pool2.6-magcal2,true,-0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1822,1393,0.8,189.8,1720,false,off,1603,false,true,188.6,198.8,205404,38.846176,-77.161819,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.32,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1609,12,4204574309,1.7,550,270.3,32.4,38.846180,-77.162193,true,,
2026-06-14T10:45:15.023Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1948,1595,1.0,195.6,1720,false,off,1680,false,true,194.5,204.6,205392,38.846172,-77.161827,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.15,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1652,12,4204574309,1.4,551,271.4,31.7,38.846180,-77.162193,true,,
2026-06-14T10:45:15.490Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,1000,1499,1941,1595,1.5,205.0,1720,false,off,1679,false,true,196.5,206.0,205376,38.846165,-77.161835,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,15.12,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1649,12,4204574309,1.4,552,272.8,31.1,38.846180,-77.162193,true,,
2026-06-14T10:45:16.707Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,1000,1500,1928,1596,1.5,223.8,1720,false,off,1679,false,true,222.0,231.6,205384,38.846161,-77.161835,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,13.17,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1648,12,4204574309,1.4,553,273.8,31.1,38.846180,-77.162193,true,,
2026-06-14T10:45:17.523Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1595,1.5,246.9,1720,false,off,1668,false,true,245.9,255.5,205380,38.846161,-77.161850,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,15.41,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,1.5,554,274.0,29.8,38.846180,-77.162193,true,,
2026-06-14T10:45:19.240Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1212,1000,1.5,282.7,1720,false,off,1500,false,true,293.0,302.6,205396,38.846165,-77.161865,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,17.32,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1402,12,4204574309,1.3,555,273.1,28.5,38.846180,-77.162193,true,,
2026-06-14T10:45:19.523Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1501,1300,1000,1.5,282.7,1720,false,off,1500,false,true,297.3,306.9,205388,38.846165,-77.161865,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.38,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1432,12,4204574309,1.3,556,273.1,28.5,38.846180,-77.162193,true,,
2026-06-14T10:45:20.540Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,288.9,1720,false,off,1500,false,true,305.1,314.6,205388,38.846165,-77.161873,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,17.21,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,1.0,557,273.1,27.8,38.846180,-77.162193,true,,
2026-06-14T10:45:21.474Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,294.2,1720,false,off,1500,false,true,306.8,316.4,205384,38.846169,-77.161873,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.34,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,1.0,558,272.4,27.8,38.846180,-77.162193,true,,
2026-06-14T10:45:22.590Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,297.2,1720,false,off,1500,false,true,307.7,317.3,205404,38.846169,-77.161880,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.49,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1537,12,4204574309,0.8,559,272.4,27.1,38.846180,-77.162193,true,,
2026-06-14T10:45:23.541Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,299.6,1720,false,off,1500,false,true,308.4,317.9,205372,38.846172,-77.161880,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.57,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,0.8,560,271.6,27.1,38.846180,-77.162193,true,,
2026-06-14T10:45:24.541Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,301.7,1720,false,off,1500,false,true,308.9,318.4,205384,38.846172,-77.161888,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.93,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.8,561,271.6,26.4,38.846180,-77.162193,true,,
2026-06-14T10:45:25.591Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,301.2,1720,false,off,1500,false,true,309.4,318.9,205400,38.846176,-77.161888,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.15,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.6,562,270.4,26.4,38.846180,-77.162193,true,,
2026-06-14T10:45:26.508Z,test_29-pool2.6-magcal2,true,0.00,15.60,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,297.9,1720,false,off,1698,false,true,316.1,325.6,205376,38.846176,-77.161896,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,12.94,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1330,12,4204574309,0.9,563,270.4,25.8,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:27.508Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,292.3,1720,false,off,1500,false,true,295.3,304.9,205392,38.846180,-77.161903,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.95,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1537,12,4204574309,1.7,564,270.0,25.1,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:28.525Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,287.0,1720,false,off,1500,false,true,273.7,283.2,205400,38.846180,-77.161911,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,24.58,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1537,12,4204574309,1.2,565,270.0,24.4,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:29.458Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,275.1,1720,false,off,1500,false,true,260.4,269.9,205388,38.846180,-77.161919,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.38,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,10,true,1537,12,4204574309,0.9,566,270.0,23.8,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:30.509Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,261.8,1720,false,off,1500,false,true,250.6,260.1,205416,38.846180,-77.161919,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.74,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.8,567,270.0,23.8,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:31.509Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,255.6,1720,false,off,1500,false,true,243.7,253.3,205392,38.846176,-77.161926,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,17.43,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1537,12,4204574309,0.7,568,270.5,23.1,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:32.659Z,test_29-pool2.6-magcal2,true,0.00,15.82,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,254.3,1660,false,off,1500,false,true,238.4,247.9,205180,38.846176,-77.161934,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.21,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1537,12,4204574309,0.6,569,270.5,22.5,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:33.559Z,test_29-pool2.6-magcal2,true,0.00,15.83,false,false,false,false,false,none,1000,1000,1500,1609,1000,1.5,254.3,1660,false,off,1500,false,true,235.0,244.6,205380,38.846172,-77.161934,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.63,MANUAL,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1537,12,4204574309,0.6,570,271.9,22.5,38.846180,-77.162193,true,38.846176,-77.161888
2026-06-14T10:45:34.576Z,test_29-pool2.6-magcal2,true,-0.00,15.76,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,254.3,1660,false,off,1676,false,true,231.1,240.6,205404,38.846172,-77.161934,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.04,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1670,12,4204574309,0.5,571,271.9,22.5,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:35.493Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,239.2,1660,false,off,1676,false,true,222.2,231.7,205392,38.846169,-77.161942,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,17.84,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1670,12,4204574309,0.9,572,273.0,21.8,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:36.709Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,247.8,1660,false,off,1650,false,true,242.0,251.5,205380,38.846169,-77.161949,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,12.74,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1387,12,4204574309,1.1,573,273.1,21.2,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:37.576Z,test_29-pool2.6-magcal2,true,0.00,15.68,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,257.3,1660,false,off,1660,false,true,261.0,270.5,205384,38.846169,-77.161957,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.77,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1492,12,4204574309,1.3,574,273.2,20.5,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:38.560Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.5,253.5,1660,false,off,1676,false,true,248.6,258.1,205404,38.846165,-77.161964,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,23.27,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1670,12,4204574309,1.5,575,274.4,19.9,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:39.493Z,test_29-pool2.6-magcal2,true,0.00,15.77,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.9,246.4,1660,false,off,1670,false,true,238.3,247.4,205404,38.846161,-77.161972,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,15.99,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1605,12,4204574309,1.6,576,276.2,19.3,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:40.510Z,test_29-pool2.6-magcal2,true,-0.00,15.73,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.9,252.4,1660,false,off,1648,false,true,264.4,273.5,205400,38.846161,-77.161980,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.59,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1374,12,4204574309,1.6,577,276.4,18.6,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:41.560Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.3,256.6,1660,false,off,1676,false,true,266.4,276.1,205396,38.846161,-77.161995,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,24.32,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1670,12,4204574309,1.6,578,276.9,17.3,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:42.560Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.3,253.1,1660,false,off,1673,false,true,247.8,257.5,205380,38.846157,-77.162003,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,12.91,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1643,12,4204574309,1.7,579,278.5,16.7,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:43.577Z,test_29-pool2.6-magcal2,true,0.00,15.75,false,false,false,false,false,none,1000,2000,1500,1609,1000,1.3,260.1,1660,false,off,1644,false,true,267.8,277.5,205376,38.846161,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,13.79,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1330,12,4204574309,1.6,580,277.5,16.0,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:44.494Z,test_29-pool2.6-magcal2,true,0.00,15.70,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.8,268.1,1660,false,off,1667,false,true,275.8,285.9,205376,38.846161,-77.162025,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.25,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1579,12,4204574309,1.6,581,278.2,14.7,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:45.627Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.8,264.7,1660,false,off,1676,false,true,254.6,264.8,205376,38.846161,-77.162033,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,16.56,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1670,12,4204574309,1.7,582,278.6,14.0,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:46.544Z,test_29-pool2.6-magcal2,true,0.00,15.76,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.8,266.9,1660,false,off,1653,false,true,270.2,280.4,205376,38.846161,-77.162041,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,13.24,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1423,12,4204574309,1.6,583,279.0,13.4,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:47.511Z,test_29-pool2.6-magcal2,true,0.00,15.79,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.6,275.4,1660,false,off,1660,false,true,279.9,290.3,205376,38.846165,-77.162056,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.05,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1492,12,4204574309,1.7,584,277.3,12.0,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:48.495Z,test_29-pool2.6-magcal2,true,-0.00,15.72,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.6,269.6,1660,false,off,1676,false,true,260.6,271.0,205376,38.846165,-77.162064,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.51,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1670,12,4204574309,1.8,585,277.7,11.4,38.846180,-77.162193,true,38.846172,-77.161934
2026-06-14T10:45:49.545Z,test_29-pool2.6-magcal2,true,-0.00,15.69,false,false,false,false,false,none,1000,2000,1500,1609,1000,0.6,267.3,1660,false,off,1648,false,true,268.5,278.9,205400,38.846165,-77.162079,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,12.27,AUTO,true,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1367,12,4204574309,1.6,586,278.7,10.1,38.846180,-77.162193,true,38.846172,-77.161934
