ts,v,approach_lock,audio_ok,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,diff_gain,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mission_active,mode,nav_on,pid_kd,pid_kp,port_us,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,stbd_us,uptime,wp_bearing,wp_count,wp_dist_m,wp_idx,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-07-04T10:43:38.767Z,0.8.0,false,false,15.10,false,false,false,false,false,none,1000,1680,1000,1500,1510,1000,5.2,265.3,1660,false,off,1.00,false,true,1320,272.8,278.6,133164,38.847137,-77.149101,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.60,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,8,true,1503,11,2989740152,1.3,1500,152,269.2,5,66.1,0,38.847130,-77.149864,true,,
2026-07-04T10:43:39.883Z,0.8.0,false,false,15.09,false,false,false,false,false,none,1000,1680,1000,1500,1510,1000,5.2,266.4,1660,false,off,1.00,false,true,1320,274.8,280.6,133160,38.847137,-77.149109,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.66,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,6,true,1503,11,2989740152,1.0,1500,153,269.2,5,65.4,0,38.847130,-77.149864,true,,
2026-07-04T10:43:40.967Z,0.8.0,false,false,15.10,false,false,false,false,false,none,1000,1679,1000,1500,1510,1000,5.2,270.1,1660,false,off,1.00,false,true,1321,276.8,282.6,133176,38.847137,-77.149109,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.08,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,2,true,1503,11,2989740152,0.9,1500,154,269.2,5,65.4,0,38.847130,-77.149864,true,,
2026-07-04T10:43:42.134Z,0.8.0,false,false,15.10,false,false,false,false,false,none,1000,1679,1000,1500,1510,1000,5.2,271.5,1660,false,off,1.00,false,true,1321,278.5,284.3,133156,38.847137,-77.149117,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,18.58,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,1,true,1503,11,2989740152,0.9,1500,155,269.2,5,64.8,0,38.847130,-77.149864,true,,
2026-07-04T10:43:43.217Z,0.8.0,false,false,15.10,false,false,false,false,false,none,1000,1680,1000,1500,1510,1000,5.2,273.4,1660,false,off,1.00,false,true,1320,280.2,286.0,133152,38.847141,-77.149124,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,17.87,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,3,true,1503,11,2989740152,0.8,1500,157,269.0,5,64.1,0,38.847130,-77.149864,true,,
2026-07-04T10:43:44.284Z,0.8.0,false,false,15.10,false,false,false,false,false,none,1000,1679,1000,1500,1510,1000,5.2,273.4,1660,false,off,1.00,false,true,1321,281.0,286.9,133148,38.847141,-77.149132,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.10,true,MANUAL,false,2.00,1.50,1500,false,false,off,false,3,false,200,25,2,true,1503,11,2989740152,0.7,1500,158,269.0,5,63.4,0,38.847130,-77.149864,true,,
2026-07-04T10:43:45.367Z,0.8.0,false,false,14.95,false,false,false,false,false,none,1000,1679,2000,1500,1510,1000,5.2,275.6,1660,false,off,1.00,false,true,1321,281.6,287.4,133164,38.847141,-77.149132,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.66,true,AUTO,false,2.00,1.50,1633,false,false,off,false,3,false,200,25,2,true,1485,11,2989740152,0.7,1687,159,269.0,5,63.4,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:46.434Z,0.8.0,false,false,15.02,false,false,false,false,false,none,1000,1679,2000,1500,1510,1000,4.7,275.9,1660,false,off,1.00,false,true,1321,284.3,290.6,133164,38.847145,-77.149139,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.93,true,AUTO,false,2.00,1.50,1638,false,false,off,false,3,false,200,25,7,true,1472,11,2989740152,1.0,1682,160,268.4,5,62.8,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:47.518Z,0.8.0,false,false,14.99,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.3,273.1,1660,false,off,1.00,false,true,1320,280.8,287.5,133164,38.847141,-77.149147,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.56,true,AUTO,false,2.00,1.50,1656,false,false,off,false,3,false,200,25,6,true,1494,11,2989740152,1.5,1664,161,268.9,5,62.1,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:48.601Z,0.8.0,false,false,14.97,false,false,false,false,false,none,1000,1679,2000,1500,1510,1000,4.0,267.8,1660,false,off,1.00,false,true,1321,270.6,277.5,133168,38.847141,-77.149162,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.90,true,AUTO,false,2.00,1.50,1671,false,false,off,false,3,false,200,25,5,true,1500,11,2989740152,1.7,1649,162,268.9,5,60.8,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:49.701Z,0.8.0,false,false,15.00,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.0,263.5,1660,false,off,1.00,false,true,1320,262.1,269.1,133180,38.847141,-77.149170,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.24,true,AUTO,false,2.00,1.50,1672,false,false,off,false,3,false,200,25,3,true,1519,11,2989740152,1.8,1648,163,268.9,5,60.1,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:50.768Z,0.8.0,false,false,15.01,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.1,259.2,1660,false,off,1.00,false,true,1320,257.0,264.0,133180,38.847137,-77.149178,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.43,true,AUTO,false,2.00,1.50,1702,false,false,off,false,3,false,200,25,2,true,1527,11,2989740152,1.9,1618,164,269.1,5,59.5,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:51.868Z,0.8.0,false,false,14.94,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.2,257.8,1660,false,off,1.00,false,true,1320,255.2,262.0,133172,38.847137,-77.149185,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.56,true,AUTO,false,2.00,1.50,1675,false,false,off,false,3,false,200,25,4,true,1516,11,2989740152,2.0,1645,165,269.1,5,58.8,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:52.935Z,0.8.0,false,false,15.02,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.3,257.6,1660,false,off,1.00,false,true,1320,256.2,262.9,133172,38.847134,-77.149200,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,18.96,true,AUTO,false,2.00,1.50,1674,false,false,off,false,3,false,200,25,4,true,1522,11,2989740152,2.0,1646,166,269.4,5,57.5,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:54.036Z,0.8.0,false,false,14.99,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.3,258.0,1660,false,off,1.00,false,true,1320,258.6,265.2,133176,38.847134,-77.149208,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,19.45,true,AUTO,false,2.00,1.50,1674,false,false,off,false,3,false,200,25,6,true,1514,11,2989740152,2.0,1646,167,269.4,5,56.8,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:55.119Z,0.8.0,false,false,14.97,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.3,259.4,1660,false,off,1.00,false,true,1320,262.7,269.3,133176,38.847134,-77.149223,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,18.93,true,AUTO,false,2.00,1.50,1663,false,false,off,false,3,false,200,25,1,true,1504,11,2989740152,2.0,1657,169,269.4,5,55.5,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:56.236Z,0.8.0,false,false,14.98,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.3,263.7,1660,false,off,1.00,false,true,1320,265.8,272.5,133172,38.847130,-77.149246,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.22,true,AUTO,false,2.00,1.50,1659,false,false,off,false,3,false,200,25,0,true,1500,11,2989740152,2.0,1661,170,270.0,5,53.5,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:43:58.043Z,0.8.0,,,15.03,,,,,false,,,,,,,,,263.5,,,,,false,true,,265.2,,,38.847130,-77.149261,,,,,,,,,,,,,,,AUTO,,,,1674,false,,,,,,,,,,1500,11,,2.0,,171,,5,52.2,0,38.847130,-77.149864,true,,
2026-07-04T10:43:59.043Z,0.8.0,,,15.00,,,,,false,,,,,,,,,264.0,,,,,false,true,,264.4,,,38.847130,-77.149277,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1508,11,,2.1,,172,,5,50.9,0,38.847130,-77.149864,true,,
2026-07-04T10:44:00.044Z,0.8.0,,,14.96,,,,,false,,,,,,,,,262.8,,,,,false,true,,262.6,,,38.847130,-77.149284,,,,,,,,,,,,,,,AUTO,,,,1676,false,,,,,,,,,,1510,11,,2.0,,173,,5,50.2,0,38.847130,-77.149864,true,,
2026-07-04T10:44:01.044Z,0.8.0,,,14.97,,,,,false,,,,,,,,,262.3,,,,,false,true,,262.7,,,38.847126,-77.149300,,,,,,,,,,,,,,,AUTO,,,,1684,false,,,,,,,,,,1512,11,,2.0,,174,,5,48.9,0,38.847130,-77.149864,true,,
2026-07-04T10:44:01.704Z,0.8.0,false,false,14.96,false,false,false,false,false,none,1000,1679,2000,1500,1510,1000,4.0,261.9,1660,false,off,1.00,false,true,1321,262.6,269.5,133184,38.847126,-77.149307,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.26,true,AUTO,false,2.00,1.50,1663,false,false,off,false,3,false,200,25,4,true,1513,11,2989740152,2.0,1657,175,270.7,5,48.2,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:44:02.957Z,0.8.0,,,14.96,,,,,false,,,,,,,,,261.1,,,,,false,true,,261.2,,,38.847122,-77.149322,,,,,,,,,,,,,,,AUTO,,,,1682,false,,,,,,,,,,1522,11,,2.0,,176,,5,46.9,0,38.847130,-77.149864,true,,
2026-07-04T10:44:03.957Z,0.8.0,,,14.92,,,,,false,,,,,,,,,260.7,,,,,false,true,,259.1,,,38.847122,-77.149338,,,,,,,,,,,,,,,AUTO,,,,1674,false,,,,,,,,,,1518,11,,2.1,,177,,5,45.6,0,38.847130,-77.149864,true,,
2026-07-04T10:44:04.957Z,0.8.0,,,15.02,,,,,false,,,,,,,,,260.5,,,,,false,true,,258.9,,,38.847118,-77.149345,,,,,,,,,,,,,,,AUTO,,,,1675,false,,,,,,,,,,1518,11,,2.1,,178,,5,44.9,0,38.847130,-77.149864,true,,
2026-07-04T10:44:05.957Z,0.8.0,,,14.94,,,,,false,,,,,,,,,260.2,,,,,false,true,,260.0,,,38.847118,-77.149361,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1517,11,,2.0,,179,,5,43.6,0,38.847130,-77.149864,true,,
2026-07-04T10:44:06.957Z,0.8.0,,,15.03,,,,,false,,,,,,,,,261.9,,,,,false,true,,262.1,,,38.847118,-77.149368,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1510,11,,2.0,,180,,5,43.0,0,38.847130,-77.149864,true,,
2026-07-04T10:44:07.957Z,0.8.0,,,14.98,,,,,false,,,,,,,,,263.5,,,,,false,true,,263.7,,,38.847115,-77.149383,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1512,11,,2.0,,181,,5,41.7,0,38.847130,-77.149864,true,,
2026-07-04T10:44:08.960Z,0.8.0,,,14.99,,,,,false,,,,,,,,,264.7,,,,,false,true,,265.9,,,38.847115,-77.149399,,,,,,,,,,,,,,,AUTO,,,,1677,false,,,,,,,,,,1507,11,,2.0,,182,,5,40.3,0,38.847130,-77.149864,true,,
2026-07-04T10:44:09.961Z,0.8.0,,,14.93,,,,,false,,,,,,,,,267.1,,,,,false,true,,266.5,,,38.847115,-77.149406,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1510,11,,2.0,,183,,5,39.7,0,38.847130,-77.149864,true,,
2026-07-04T10:44:10.962Z,0.8.0,,,14.98,,,,,false,,,,,,,,,267.5,,,,,false,true,,268.7,,,38.847115,-77.149422,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1500,11,,2.0,,184,,5,38.4,0,38.847130,-77.149864,true,,
2026-07-04T10:44:11.962Z,0.8.0,,,14.94,,,,,false,,,,,,,,,267.7,,,,,false,true,,268.7,,,38.847115,-77.149429,,,,,,,,,,,,,,,AUTO,,,,1675,false,,,,,,,,,,1500,11,,2.0,,185,,5,37.7,0,38.847130,-77.149864,true,,
2026-07-04T10:44:12.962Z,0.8.0,,,15.03,,,,,false,,,,,,,,,266.8,,,,,false,true,,267.9,,,38.847115,-77.149445,,,,,,,,,,,,,,,AUTO,,,,1665,false,,,,,,,,,,1503,11,,2.0,,186,,5,36.4,0,38.847130,-77.149864,true,,
2026-07-04T10:44:13.963Z,0.8.0,,,14.99,,,,,false,,,,,,,,,267.3,,,,,false,true,,267.3,,,38.847115,-77.149460,,,,,,,,,,,,,,,AUTO,,,,1673,false,,,,,,,,,,1508,11,,2.0,,187,,5,35.1,0,38.847130,-77.149864,true,,
2026-07-04T10:44:14.964Z,0.8.0,,,14.98,,,,,false,,,,,,,,,267.1,,,,,false,true,,266.4,,,38.847115,-77.149468,,,,,,,,,,,,,,,AUTO,,,,1666,false,,,,,,,,,,1512,11,,2.0,,188,,5,34.4,0,38.847130,-77.149864,true,,
2026-07-04T10:44:15.616Z,0.8.0,false,false,14.98,false,false,false,false,false,none,1000,1680,2000,1500,1510,1000,4.0,266.7,1660,false,off,1.00,false,true,1320,266.4,273.3,131124,38.847111,-77.149483,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.81,true,AUTO,false,2.00,1.50,1670,false,false,off,false,3,false,200,25,5,true,1509,11,2989740152,2.0,1650,189,273.9,5,33.1,0,38.847130,-77.149864,true,38.847141,-77.149132
2026-07-04T10:44:16.966Z,0.8.0,,,15.02,,,,,false,,,,,,,,,266.4,,,,,false,true,,267.0,,,38.847111,-77.149490,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1504,11,,2.0,,190,,5,32.4,0,38.847130,-77.149864,true,,
2026-07-04T10:44:17.967Z,0.8.0,,,14.94,,,,,false,,,,,,,,,265.6,,,,,false,true,,265.8,,,38.847111,-77.149506,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1510,11,,2.0,,191,,5,31.1,0,38.847130,-77.149864,true,,
2026-07-04T10:44:18.967Z,0.8.0,,,15.04,,,,,false,,,,,,,,,266.3,,,,,false,true,,266.5,,,38.847111,-77.149513,,,,,,,,,,,,,,,AUTO,,,,1665,false,,,,,,,,,,1511,11,,2.1,,192,,5,30.5,0,38.847130,-77.149864,true,,
2026-07-04T10:44:19.967Z,0.8.0,,,14.94,,,,,false,,,,,,,,,266.2,,,,,false,true,,266.5,,,38.847111,-77.149529,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1511,11,,2.0,,193,,5,29.1,0,38.847130,-77.149864,true,,
