ts,v,approach_lock,audio_ok,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,diff_gain,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mission_active,mode,nav_on,pid_kd,pid_kp,port_us,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,stbd_us,uptime,wp_bearing,wp_count,wp_dist_m,wp_idx,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-07-04T10:46:41.034Z,0.8.0,,,15.01,,,,,false,,,,,,,,,154.6,,,,,false,true,,147.4,,,38.846161,-77.149445,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1509,12,,1.9,,334,,5,12.2,2,38.846062,-77.149383,true,,
2026-07-04T10:46:42.034Z,0.8.0,,,14.96,,,,,false,,,,,,,,,155.8,,,,,false,true,,148.9,,,38.846149,-77.149437,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1507,12,,1.8,,335,,5,10.8,2,38.846062,-77.149383,true,,
2026-07-04T10:46:43.034Z,0.8.0,,,14.99,,,,,false,,,,,,,,,155.3,,,,,false,true,,149.7,,,38.846142,-77.149437,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1500,12,,1.8,,336,,5,10.0,2,38.846062,-77.149383,true,,
2026-07-04T10:46:44.034Z,0.8.0,,,14.93,,,,,false,,,,,,,,,154.6,,,,,false,true,,150.1,,,38.846134,-77.149429,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1500,12,,1.8,,337,,5,9.0,2,38.846062,-77.149383,true,,
2026-07-04T10:46:45.034Z,0.8.0,,,14.98,,,,,false,,,,,,,,,146.5,,,,,false,true,,149.9,,,38.846127,-77.149414,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1500,12,,2.0,,338,,5,7.7,2,38.846062,-77.149383,true,,
2026-07-04T10:46:46.034Z,0.8.0,,,14.95,,,,,false,,,,,,,,,148.9,,,,,false,true,,150.2,,,38.846119,-77.149414,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1500,12,,1.9,,339,,5,6.9,2,38.846062,-77.149383,true,,
2026-07-04T10:46:47.036Z,0.8.0,,,15.00,,,,,false,,,,,,,,,142.3,,,,,false,true,,149.9,,,38.846108,-77.149399,,,,,,,,,,,,,,,AUTO,,,,1675,false,,,,,,,,,,1500,12,,2.2,,340,,5,5.3,2,38.846062,-77.149383,true,,
2026-07-04T10:46:48.036Z,0.8.0,,,14.93,,,,,false,,,,,,,,,144.6,,,,,false,true,,149.1,,,38.846100,-77.149391,,,,,,,,,,,,,,,AUTO,,,,1580,false,,,,,,,,,,1471,12,,2.0,,341,,5,56.7,3,38.846554,-77.149094,true,,
2026-07-04T10:46:49.036Z,0.8.0,,,14.94,,,,,false,,,,,,,,,143.7,,,,,false,true,,154.4,,,38.846092,-77.149383,,,,,,,,,,,,,,,AUTO,,,,1580,false,,,,,,,,,,1386,12,,2.2,,342,,5,57.1,3,38.846554,-77.149094,true,,
2026-07-04T10:46:50.037Z,0.8.0,,,14.94,,,,,false,,,,,,,,,137.1,,,,,false,true,,153.0,,,38.846085,-77.149376,,,,,,,,,,,,,,,AUTO,,,,1580,false,,,,,,,,,,1332,12,,2.1,,343,,5,57.6,3,38.846554,-77.149094,true,,
2026-07-04T10:46:51.037Z,0.8.0,,,14.95,,,,,false,,,,,,,,,124.8,,,,,false,true,,130.2,,,38.846077,-77.149361,,,,,,,,,,,,,,,AUTO,,,,1623,false,,,,,,,,,,1382,12,,1.8,,344,,5,57.8,3,38.846554,-77.149094,true,,
2026-07-04T10:46:52.037Z,0.8.0,,,14.97,,,,,false,,,,,,,,,97.3,,,,,false,true,,96.7,,,38.846081,-77.149345,,,,,,,,,,,,,,,AUTO,,,,1637,false,,,,,,,,,,1449,12,,1.5,,345,,5,56.9,3,38.846554,-77.149094,true,,
2026-07-04T10:46:53.038Z,0.8.0,,,14.91,,,,,false,,,,,,,,,69.3,,,,,false,true,,60.5,,,38.846085,-77.149338,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1501,12,,1.6,,346,,5,56.3,3,38.846554,-77.149094,true,,
2026-07-04T10:46:54.039Z,0.8.0,,,14.98,,,,,false,,,,,,,,,51.9,,,,,false,true,,40.3,,,38.846092,-77.149330,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1499,12,,1.6,,347,,5,55.3,3,38.846554,-77.149094,true,,
2026-07-04T10:46:55.039Z,0.8.0,,,14.95,,,,,false,,,,,,,,,39.5,,,,,false,true,,31.2,,,38.846100,-77.149322,,,,,,,,,,,,,,,AUTO,,,,1673,false,,,,,,,,,,1499,12,,1.8,,348,,5,54.2,3,38.846554,-77.149094,true,,
2026-07-04T10:46:56.039Z,0.8.0,,,14.99,,,,,false,,,,,,,,,31.6,,,,,false,true,,27.0,,,38.846111,-77.149315,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1497,12,,1.9,,349,,5,52.8,3,38.846554,-77.149094,true,,
2026-07-04T10:46:57.039Z,0.8.0,,,14.94,,,,,false,,,,,,,,,27.5,,,,,false,true,,23.3,,,38.846119,-77.149307,,,,,,,,,,,,,,,AUTO,,,,1646,false,,,,,,,,,,1500,12,,1.9,,350,,5,51.8,3,38.846554,-77.149094,true,,
2026-07-04T10:46:58.039Z,0.8.0,,,15.00,,,,,false,,,,,,,,,23.2,,,,,false,true,,19.6,,,38.846130,-77.149307,,,,,,,,,,,,,,,AUTO,,,,1674,false,,,,,,,,,,1500,12,,1.9,,351,,5,50.6,3,38.846554,-77.149094,true,,
2026-07-04T10:46:59.039Z,0.8.0,,,14.94,,,,,false,,,,,,,,,20.2,,,,,false,true,,16.8,,,38.846138,-77.149300,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.9,,352,,5,49.6,3,38.846554,-77.149094,true,,
2026-07-04T10:47:00.041Z,0.8.0,,,14.94,,,,,false,,,,,,,,,18.2,,,,,false,true,,14.1,,,38.846146,-77.149300,,,,,,,,,,,,,,,AUTO,,,,1683,false,,,,,,,,,,1523,12,,1.9,,353,,5,48.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:01.041Z,0.8.0,,,14.96,,,,,false,,,,,,,,,15.6,,,,,false,true,,11.9,,,38.846153,-77.149300,,,,,,,,,,,,,,,AUTO,,,,1676,false,,,,,,,,,,1519,12,,1.9,,354,,5,48.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:02.041Z,0.8.0,,,14.96,,,,,false,,,,,,,,,15.4,,,,,false,true,,13.9,,,38.846165,-77.149292,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1501,12,,1.9,,355,,5,46.6,3,38.846554,-77.149094,true,,
2026-07-04T10:47:03.041Z,0.8.0,,,15.02,,,,,false,,,,,,,,,18.0,,,,,false,true,,17.1,,,38.846172,-77.149292,,,,,,,,,,,,,,,AUTO,,,,1665,false,,,,,,,,,,1500,12,,1.9,,356,,5,45.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:04.041Z,0.8.0,,,14.98,,,,,false,,,,,,,,,19.6,,,,,false,true,,19.5,,,38.846180,-77.149284,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,1.9,,357,,5,44.7,3,38.846554,-77.149094,true,,
2026-07-04T10:47:05.043Z,0.8.0,,,15.01,,,,,false,,,,,,,,,20.9,,,,,false,true,,21.6,,,38.846188,-77.149284,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.9,,358,,5,43.9,3,38.846554,-77.149094,true,,
2026-07-04T10:47:06.043Z,0.8.0,,,14.92,,,,,false,,,,,,,,,22.4,,,,,false,true,,22.6,,,38.846195,-77.149284,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1500,12,,2.0,,359,,5,43.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:07.043Z,0.8.0,,,14.99,,,,,false,,,,,,,,,23.6,,,,,false,true,,24.3,,,38.846207,-77.149284,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1500,12,,2.0,,360,,5,42.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:08.044Z,0.8.0,,,14.98,,,,,false,,,,,,,,,25.0,,,,,false,true,,25.1,,,38.846214,-77.149277,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,2.0,,361,,5,40.9,3,38.846554,-77.149094,true,,
2026-07-04T10:47:09.047Z,0.8.0,,,15.00,,,,,false,,,,,,,,,25.6,,,,,false,true,,25.6,,,38.846222,-77.149277,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,2.0,,362,,5,40.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:10.047Z,0.8.0,,,14.95,,,,,false,,,,,,,,,27.2,,,,,false,true,,27.0,,,38.846230,-77.149277,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1500,12,,2.0,,363,,5,39.4,3,38.846554,-77.149094,true,,
2026-07-04T10:47:11.047Z,0.8.0,,,14.97,,,,,false,,,,,,,,,27.8,,,,,false,true,,27.5,,,38.846241,-77.149269,,,,,,,,,,,,,,,AUTO,,,,1652,false,,,,,,,,,,1500,12,,2.0,,364,,5,38.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:12.048Z,0.8.0,,,14.94,,,,,false,,,,,,,,,28.1,,,,,false,true,,28.9,,,38.846249,-77.149269,,,,,,,,,,,,,,,AUTO,,,,1656,false,,,,,,,,,,1500,12,,2.0,,365,,5,37.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:13.049Z,0.8.0,,,15.01,,,,,false,,,,,,,,,28.4,,,,,false,true,,28.9,,,38.846256,-77.149261,,,,,,,,,,,,,,,AUTO,,,,1649,false,,,,,,,,,,1500,12,,2.0,,366,,5,36.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:14.049Z,0.8.0,,,14.96,,,,,false,,,,,,,,,28.6,,,,,false,true,,29.7,,,38.846264,-77.149254,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1490,12,,2.0,,367,,5,35.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:15.049Z,0.8.0,,,14.94,,,,,false,,,,,,,,,28.3,,,,,false,true,,29.7,,,38.846272,-77.149246,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1490,12,,2.0,,368,,5,34.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:16.049Z,0.8.0,,,14.94,,,,,false,,,,,,,,,28.0,,,,,false,true,,28.6,,,38.846283,-77.149246,,,,,,,,,,,,,,,AUTO,,,,1646,false,,,,,,,,,,1500,12,,2.0,,369,,5,32.9,3,38.846554,-77.149094,true,,
2026-07-04T10:47:17.049Z,0.8.0,,,14.97,,,,,false,,,,,,,,,27.6,,,,,false,true,,27.7,,,38.846291,-77.149239,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,2.0,,370,,5,31.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:18.049Z,0.8.0,,,15.00,,,,,false,,,,,,,,,26.6,,,,,false,true,,26.4,,,38.846298,-77.149239,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,2.0,,371,,5,31.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:19.049Z,0.8.0,,,15.00,,,,,false,,,,,,,,,25.3,,,,,false,true,,24.1,,,38.846306,-77.149231,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1500,12,,2.0,,372,,5,30.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:20.049Z,0.8.0,,,14.92,,,,,false,,,,,,,,,24.2,,,,,false,true,,22.6,,,38.846314,-77.149223,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.9,,373,,5,29.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:21.049Z,0.8.0,,,14.97,,,,,false,,,,,,,,,22.3,,,,,false,true,,21.6,,,38.846321,-77.149223,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1500,12,,2.0,,374,,5,28.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:22.050Z,0.8.0,,,14.97,,,,,false,,,,,,,,,21.2,,,,,false,true,,21.5,,,38.846333,-77.149216,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.9,,375,,5,26.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:23.050Z,0.8.0,,,14.95,,,,,false,,,,,,,,,20.8,,,,,false,true,,21.4,,,38.846340,-77.149216,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.9,,376,,5,26.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:24.051Z,0.8.0,,,14.99,,,,,false,,,,,,,,,19.7,,,,,false,true,,20.5,,,38.846348,-77.149208,,,,,,,,,,,,,,,AUTO,,,,1654,false,,,,,,,,,,1500,12,,1.9,,377,,5,25.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:25.051Z,0.8.0,,,15.02,,,,,false,,,,,,,,,18.4,,,,,false,true,,18.6,,,38.846355,-77.149208,,,,,,,,,,,,,,,AUTO,,,,1682,false,,,,,,,,,,1513,12,,1.9,,378,,5,24.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:26.051Z,0.8.0,,,14.94,,,,,false,,,,,,,,,17.3,,,,,false,true,,17.5,,,38.846363,-77.149200,,,,,,,,,,,,,,,AUTO,,,,1666,false,,,,,,,,,,1510,12,,1.9,,379,,5,23.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:27.051Z,0.8.0,,,14.99,,,,,false,,,,,,,,,17.3,,,,,false,true,,17.9,,,38.846371,-77.149200,,,,,,,,,,,,,,,AUTO,,,,1665,false,,,,,,,,,,1509,12,,1.9,,380,,5,22.4,3,38.846554,-77.149094,true,,
2026-07-04T10:47:28.052Z,0.8.0,,,14.92,,,,,false,,,,,,,,,16.9,,,,,false,true,,17.2,,,38.846382,-77.149200,,,,,,,,,,,,,,,AUTO,,,,1672,false,,,,,,,,,,1514,12,,2.0,,381,,5,21.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:29.052Z,0.8.0,,,15.02,,,,,false,,,,,,,,,17.0,,,,,false,true,,17.8,,,38.846390,-77.149193,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1508,12,,1.9,,382,,5,20.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:30.052Z,0.8.0,,,14.93,,,,,false,,,,,,,,,17.4,,,,,false,true,,18.5,,,38.846397,-77.149193,,,,,,,,,,,,,,,AUTO,,,,1686,false,,,,,,,,,,1513,12,,1.9,,383,,5,19.4,3,38.846554,-77.149094,true,,
2026-07-04T10:47:31.052Z,0.8.0,,,15.00,,,,,false,,,,,,,,,18.0,,,,,false,true,,18.2,,,38.846405,-77.149185,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1512,12,,1.9,,384,,5,18.3,3,38.846554,-77.149094,true,,
2026-07-04T10:47:32.052Z,0.8.0,,,14.95,,,,,false,,,,,,,,,18.7,,,,,false,true,,19.0,,,38.846413,-77.149185,,,,,,,,,,,,,,,AUTO,,,,1675,false,,,,,,,,,,1505,12,,1.7,,385,,5,17.6,3,38.846554,-77.149094,true,,
2026-07-04T10:47:33.052Z,0.8.0,,,14.96,,,,,false,,,,,,,,,19.3,,,,,false,true,,19.7,,,38.846420,-77.149178,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1510,12,,1.6,,386,,5,16.5,3,38.846554,-77.149094,true,,
2026-07-04T10:47:34.052Z,0.8.0,,,14.96,,,,,false,,,,,,,,,20.3,,,,,false,true,,19.9,,,38.846428,-77.149178,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1511,12,,1.5,,387,,5,15.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:35.052Z,0.8.0,,,14.98,,,,,false,,,,,,,,,20.3,,,,,false,true,,20.4,,,38.846432,-77.149170,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1511,12,,1.5,,388,,5,15.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:36.052Z,0.8.0,,,14.98,,,,,false,,,,,,,,,21.1,,,,,false,true,,21.2,,,38.846439,-77.149170,,,,,,,,,,,,,,,AUTO,,,,1676,false,,,,,,,,,,1515,12,,1.5,,389,,5,14.3,3,38.846554,-77.149094,true,,
2026-07-04T10:47:37.053Z,0.8.0,,,14.97,,,,,false,,,,,,,,,21.5,,,,,false,true,,21.7,,,38.846447,-77.149162,,,,,,,,,,,,,,,AUTO,,,,1674,false,,,,,,,,,,1508,12,,1.5,,390,,5,13.3,3,38.846554,-77.149094,true,,
2026-07-04T10:47:38.053Z,0.8.0,,,14.98,,,,,false,,,,,,,,,22.2,,,,,false,true,,21.7,,,38.846451,-77.149162,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1511,12,,1.5,,391,,5,12.9,3,38.846554,-77.149094,true,,
2026-07-04T10:47:39.053Z,0.8.0,,,14.91,,,,,false,,,,,,,,,23.1,,,,,false,true,,23.3,,,38.846458,-77.149155,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1500,12,,1.5,,392,,5,11.8,3,38.846554,-77.149094,true,,
2026-07-04T10:47:40.053Z,0.8.0,,,14.94,,,,,false,,,,,,,,,23.8,,,,,false,true,,23.2,,,38.846466,-77.149155,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1510,12,,1.5,,393,,5,11.1,3,38.846554,-77.149094,true,,
2026-07-04T10:47:41.053Z,0.8.0,,,15.02,,,,,false,,,,,,,,,24.7,,,,,false,true,,23.4,,,38.846474,-77.149147,,,,,,,,,,,,,,,AUTO,,,,1662,false,,,,,,,,,,1500,12,,1.5,,394,,5,10.0,3,38.846554,-77.149094,true,,
2026-07-04T10:47:42.053Z,0.8.0,,,15.00,,,,,false,,,,,,,,,25.2,,,,,false,true,,23.5,,,38.846477,-77.149147,,,,,,,,,,,,,,,AUTO,,,,1665,false,,,,,,,,,,1508,12,,1.5,,395,,5,9.7,3,38.846554,-77.149094,true,,
2026-07-04T10:47:43.053Z,0.8.0,,,14.93,,,,,false,,,,,,,,,24.9,,,,,false,true,,23.4,,,38.846485,-77.149139,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1509,12,,1.5,,396,,5,8.6,3,38.846554,-77.149094,true,,
2026-07-04T10:47:44.053Z,0.8.0,,,15.00,,,,,false,,,,,,,,,24.9,,,,,false,true,,23.8,,,38.846489,-77.149139,,,,,,,,,,,,,,,AUTO,,,,1668,false,,,,,,,,,,1508,12,,1.5,,397,,5,8.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:45.053Z,0.8.0,,,14.97,,,,,false,,,,,,,,,25.0,,,,,false,true,,24.7,,,38.846497,-77.149132,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1500,12,,1.5,,398,,5,7.2,3,38.846554,-77.149094,true,,
2026-07-04T10:47:46.053Z,0.8.0,,,14.94,,,,,false,,,,,,,,,25.5,,,,,false,true,,25.0,,,38.846504,-77.149132,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1500,12,,1.5,,399,,5,6.4,3,38.846554,-77.149094,true,,
2026-07-04T10:47:47.053Z,0.8.0,,,14.98,,,,,false,,,,,,,,,25.1,,,,,false,true,,25.0,,,38.846512,-77.149124,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.6,,400,,5,5.4,3,38.846554,-77.149094,true,,
2026-07-04T10:47:48.053Z,0.8.0,,,14.90,,,,,false,,,,,,,,,25.2,,,,,false,true,,25.6,,,38.846516,-77.149124,,,,,,,,,,,,,,,AUTO,,,,1580,false,,,,,,,,,,1470,12,,1.5,,401,,5,54.6,4,38.846954,-77.149406,true,,
2026-07-04T10:47:49.053Z,0.8.0,,,14.96,,,,,false,,,,,,,,,23.8,,,,,false,true,,29.5,,,38.846523,-77.149117,,,,,,,,,,,,,,,AUTO,,,,1580,false,,,,,,,,,,1415,12,,2.0,,402,,5,54.1,4,38.846954,-77.149406,true,,
2026-07-04T10:47:50.053Z,0.8.0,,,14.90,,,,,false,,,,,,,,,16.8,,,,,false,true,,13.6,,,38.846535,-77.149117,,,,,,,,,,,,,,,AUTO,,,,1644,false,,,,,,,,,,1479,12,,2.1,,403,,5,53.0,4,38.846954,-77.149406,true,,
2026-07-04T10:47:51.053Z,0.8.0,,,14.96,,,,,false,,,,,,,,,3.6,,,,,false,true,,353.8,,,38.846542,-77.149117,,,,,,,,,,,,,,,AUTO,,,,1656,false,,,,,,,,,,1497,12,,1.8,,404,,5,52.2,4,38.846954,-77.149406,true,,
2026-07-04T10:47:52.053Z,0.8.0,,,14.96,,,,,false,,,,,,,,,354.5,,,,,false,true,,339.6,,,38.846550,-77.149117,,,,,,,,,,,,,,,AUTO,,,,1673,false,,,,,,,,,,1512,12,,1.6,,405,,5,51.5,4,38.846954,-77.149406,true,,
2026-07-04T10:47:53.053Z,0.8.0,,,14.98,,,,,false,,,,,,,,,344.8,,,,,false,true,,330.9,,,38.846554,-77.149124,,,,,,,,,,,,,,,AUTO,,,,1681,false,,,,,,,,,,1500,12,,1.4,,406,,5,50.8,4,38.846954,-77.149406,true,,
2026-07-04T10:47:54.053Z,0.8.0,,,14.91,,,,,false,,,,,,,,,337.8,,,,,false,true,,328.0,,,38.846561,-77.149124,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,1500,12,,1.3,,407,,5,50.1,4,38.846954,-77.149406,true,,
2026-07-04T10:47:55.053Z,0.8.0,,,14.96,,,,,false,,,,,,,,,333.6,,,,,false,true,,326.7,,,38.846565,-77.149132,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.3,,408,,5,49.4,4,38.846954,-77.149406,true,,
2026-07-04T10:47:56.053Z,0.8.0,,,14.97,,,,,false,,,,,,,,,331.4,,,,,false,true,,327.3,,,38.846573,-77.149132,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1500,12,,1.3,,409,,5,48.6,4,38.846954,-77.149406,true,,
2026-07-04T10:47:57.053Z,0.8.0,,,14.95,,,,,false,,,,,,,,,330.0,,,,,false,true,,328.0,,,38.846577,-77.149139,,,,,,,,,,,,,,,AUTO,,,,1661,false,,,,,,,,,,1500,12,,1.3,,410,,5,47.9,4,38.846954,-77.149406,true,,
2026-07-04T10:47:58.053Z,0.8.0,,,14.97,,,,,false,,,,,,,,,329.9,,,,,false,true,,328.4,,,38.846581,-77.149139,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1500,12,,1.4,,411,,5,47.6,4,38.846954,-77.149406,true,,
2026-07-04T10:47:59.054Z,0.8.0,,,15.00,,,,,false,,,,,,,,,328.7,,,,,false,true,,328.5,,,38.846588,-77.149147,,,,,,,,,,,,,,,AUTO,,,,1670,false,,,,,,,,,,1500,12,,1.3,,412,,5,46.5,4,38.846954,-77.149406,true,,
2026-07-04T10:48:00.055Z,0.8.0,,,14.97,,,,,false,,,,,,,,,328.0,,,,,false,true,,329.1,,,38.846592,-77.149147,,,,,,,,,,,,,,,AUTO,,,,1663,false,,,,,,,,,,1500,12,,1.4,,413,,5,46.1,4,38.846954,-77.149406,true,,
2026-07-04T10:48:01.055Z,0.8.0,,,14.94,,,,,false,,,,,,,,,329.8,,,,,false,true,,328.2,,,38.846600,-77.149155,,,,,,,,,,,,,,,AUTO,,,,1669,false,,,,,,,,,,1500,12,,1.4,,414,,5,45.1,4,38.846954,-77.149406,true,,
2026-07-04T10:48:02.055Z,0.8.0,,,14.93,,,,,false,,,,,,,,,329.6,,,,,false,true,,328.1,,,38.846603,-77.149155,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,1.3,,415,,5,44.7,4,38.846954,-77.149406,true,,
2026-07-04T10:48:03.055Z,0.8.0,,,14.95,,,,,false,,,,,,,,,329.9,,,,,false,true,,327.8,,,38.846607,-77.149162,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.3,,416,,5,44.0,4,38.846954,-77.149406,true,,
2026-07-04T10:48:04.055Z,0.8.0,,,14.99,,,,,false,,,,,,,,,329.3,,,,,false,true,,328.4,,,38.846615,-77.149162,,,,,,,,,,,,,,,AUTO,,,,1655,false,,,,,,,,,,1500,12,,1.4,,417,,5,43.3,4,38.846954,-77.149406,true,,
2026-07-04T10:48:05.055Z,0.8.0,,,15.01,,,,,false,,,,,,,,,329.8,,,,,false,true,,326.4,,,38.846619,-77.149170,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.3,,418,,5,42.6,4,38.846954,-77.149406,true,,
2026-07-04T10:48:06.055Z,0.8.0,,,14.97,,,,,false,,,,,,,,,330.7,,,,,false,true,,327.7,,,38.846626,-77.149170,,,,,,,,,,,,,,,AUTO,,,,1657,false,,,,,,,,,,1500,12,,1.3,,419,,5,41.8,4,38.846954,-77.149406,true,,
2026-07-04T10:48:07.057Z,0.8.0,,,14.92,,,,,false,,,,,,,,,330.8,,,,,false,true,,328.1,,,38.846630,-77.149178,,,,,,,,,,,,,,,AUTO,,,,1658,false,,,,,,,,,,1500,12,,1.4,,420,,5,41.1,4,38.846954,-77.149406,true,,
2026-07-04T10:48:08.057Z,0.8.0,,,14.94,,,,,false,,,,,,,,,331.0,,,,,false,true,,328.2,,,38.846638,-77.149178,,,,,,,,,,,,,,,AUTO,,,,1664,false,,,,,,,,,,1500,12,,1.4,,421,,5,40.4,4,38.846954,-77.149406,true,,
2026-07-04T10:48:09.057Z,0.8.0,,,14.97,,,,,false,,,,,,,,,329.7,,,,,false,true,,327.8,,,38.846641,-77.149185,,,,,,,,,,,,,,,AUTO,,,,1660,false,,,,,,,,,,1500,12,,1.4,,422,,5,39.7,4,38.846954,-77.149406,true,,
2026-07-04T10:48:10.057Z,0.8.0,,,15.02,,,,,false,,,,,,,,,330.3,,,,,false,true,,328.1,,,38.846649,-77.149185,,,,,,,,,,,,,,,AUTO,,,,1652,false,,,,,,,,,,1500,12,,1.4,,423,,5,39.0,4,38.846954,-77.149406,true,,
2026-07-04T10:48:11.057Z,0.8.0,,,14.99,,,,,false,,,,,,,,,331.1,,,,,false,true,,328.7,,,38.846653,-77.149193,,,,,,,,,,,,,,,AUTO,,,,1667,false,,,,,,,,,,1500,12,,1.3,,424,,5,38.3,4,38.846954,-77.149406,true,,
2026-07-04T10:48:12.057Z,0.8.0,,,14.96,,,,,false,,,,,,,,,331.3,,,,,false,true,,329.2,,,38.846661,-77.149193,,,,,,,,,,,,,,,AUTO,,,,1659,false,,,,,,,,,,1500,12,,1.4,,425,,5,37.5,4,38.846954,-77.149406,true,,
