ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-27T19:39:36.965Z,0.5.2,false,-0.00,15.27,false,false,false,false,false,none,1000,1493,1000,1500,1557,1000,0.0,0.0,1660,false,off,1500,false,true,1500,141.2,152.2,153792,38.846756,-77.167603,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.64,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,6,1755351024,0.4,102,,,,,false,,
2026-06-27T19:39:38.044Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,141.5,,,38.846756,-77.167603,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,6,,0.4,103,,,,,false,,
2026-06-27T19:39:39.045Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,144.6,,,38.846752,-77.167603,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,6,,0.1,104,,,,,false,,
2026-06-27T19:39:40.046Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,147.3,,,38.846752,-77.167603,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.4,105,,,,,false,,
2026-06-27T19:39:41.049Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,149.5,,,38.846752,-77.167603,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.5,106,,,,,false,,
2026-06-27T19:39:42.051Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,152.3,,,38.846748,-77.167595,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.6,107,,,,,false,,
2026-06-27T19:39:43.051Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,154.9,,,38.846748,-77.167595,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.4,108,,,,,false,,
2026-06-27T19:39:44.052Z,0.5.2,,0.00,15.28,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,157.0,,,38.846744,-77.167595,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.6,109,,,,,false,,
2026-06-27T19:39:45.052Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,159.0,,,38.846744,-77.167595,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.3,110,,,,,false,,
2026-06-27T19:39:46.052Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,160.9,,,38.846737,-77.167564,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.3,111,,,,,false,,
2026-06-27T19:39:47.053Z,0.5.2,,0.00,15.28,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,162.9,,,38.846737,-77.167564,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.2,112,,,,,false,,
2026-06-27T19:39:48.054Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,165.1,,,38.846733,-77.167549,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.5,113,,,,,false,,
2026-06-27T19:39:49.483Z,0.5.2,false,0.00,15.28,false,false,false,false,false,none,1000,1493,1000,1500,1557,1000,0.0,0.0,1660,false,off,1500,false,true,1500,167.9,178.9,153816,38.846737,-77.167549,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.90,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,7,1755351024,0.2,114,,,,,false,,
2026-06-27T19:39:50.056Z,0.5.2,,0.00,15.28,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,167.2,,,38.846737,-77.167549,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.2,115,,,,,false,,
2026-06-27T19:39:51.825Z,0.5.2,false,0.00,15.27,false,false,false,false,false,none,1000,1493,1000,1500,1557,1000,0.0,0.0,1660,false,off,1500,false,true,1500,165.1,176.1,140360,38.846737,-77.167549,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.08,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,7,1755351024,0.2,117,,,,,false,,
2026-06-27T19:39:51.891Z,0.5.2,false,0.00,15.27,false,false,false,false,false,none,1000,1493,1000,1500,1557,1000,0.0,0.0,1660,false,off,1500,false,true,1500,165.2,176.2,146912,38.846737,-77.167549,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.75,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,6,true,1519,7,1755351024,0.2,117,,,,,false,,
2026-06-27T19:39:53.339Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,170.2,,,38.846744,-77.167580,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.2,118,,,,,false,,
2026-06-27T19:39:54.342Z,0.5.2,,0.00,15.27,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,172.7,,,38.846748,-77.167587,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.2,119,,,,,false,,
2026-06-27T19:39:55.342Z,0.5.2,,0.00,15.28,,,,,false,,,,,,,,,0.0,,,,1500,false,true,,174.4,,,38.846748,-77.167595,,,,,,,,,,,,,,MANUAL,,,,false,,,,,,,,,,1519,7,,0.2,120,,,,,false,,
