ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_cycle,pump_manual,pump_phase,pump_phase_ms,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-14T10:53:18.850Z,test_29-pool2.6-magcal2,true,-0.00,15.78,false,false,false,false,true,distance,2000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,true,true,222.1,233.4,205932,38.846405,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.67,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,3,true,1500,12,4204574309,0.1,1035,133.6,37.8,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:19.867Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,2000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,true,true,220.8,232.1,205664,38.846405,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.40,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,2,true,1500,12,4204574309,0.1,1036,133.6,37.8,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:20.934Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,2000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,true,true,220.0,231.3,205404,38.846401,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.53,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1500,12,4204574309,0.2,1037,133.4,37.5,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:21.917Z,test_29-pool2.6-magcal2,true,0.00,15.77,false,false,false,false,true,distance,2000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,true,true,219.7,231.0,205400,38.846401,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.84,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,3,true,1500,12,4204574309,0.2,1038,133.4,37.5,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:22.851Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,219.2,230.5,205400,38.846401,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.36,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,4,true,1537,12,4204574309,0.1,1039,134.1,37.0,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:23.868Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,219.0,230.3,205404,38.846401,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.34,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,6,true,1537,12,4204574309,0.1,1040,134.1,37.0,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:24.986Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,219.9,231.2,205408,38.846397,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.54,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,7,true,1537,12,4204574309,0.0,1041,133.7,36.7,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:25.914Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,220.9,232.2,205400,38.846397,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.16,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,4,true,1537,12,4204574309,0.1,1042,133.7,36.7,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:26.847Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,221.7,233.0,205400,38.846397,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.53,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,8,true,1537,12,4204574309,0.1,1043,133.7,36.7,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:27.847Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,222.2,233.5,205400,38.846397,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.91,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1537,12,4204574309,0.0,1044,133.7,36.7,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:28.931Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,true,distance,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,223.1,234.4,205396,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.10,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,6,true,1537,12,4204574309,0.0,1045,133.5,36.4,38.846169,-77.161842,true,38.846176,-77.162178
2026-06-14T10:53:29.914Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,223.7,235.0,205400,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.29,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,2,true,1537,12,4204574309,0.0,1046,184.3,26.4,38.846157,-77.162170,true,,
2026-06-14T10:53:30.931Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1000,-0.3,323.9,1660,false,off,1500,false,true,225.4,236.6,205372,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.16,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,3,true,1537,12,4204574309,0.1,1047,184.3,26.4,38.846157,-77.162170,true,,
2026-06-14T10:53:31.848Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,323.9,1660,false,off,1645,false,true,226.1,237.4,205392,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.55,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,8,true,1335,12,4204574309,0.0,1048,184.3,26.4,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:32.898Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,323.9,1660,false,off,1644,false,true,230.1,241.4,205380,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.46,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1330,12,4204574309,0.0,1049,184.3,26.4,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:33.898Z,test_29-pool2.6-magcal2,true,0.00,15.73,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,323.9,1660,false,off,1651,false,true,229.4,240.7,205404,38.846394,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.12,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,3,true,1398,12,4204574309,0.4,1050,184.3,26.4,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:35.049Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,2000,2000,1500,1609,1000,-0.3,266.8,1660,false,off,1500,true,true,214.3,225.5,205392,38.846390,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.04,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,7,true,1500,12,4204574309,0.7,1051,184.4,26.0,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:35.849Z,test_29-pool2.6-magcal2,true,0.00,15.77,false,false,false,false,false,none,2000,2000,1500,1609,1000,-0.3,229.5,1660,false,off,1500,true,true,201.8,213.1,205388,38.846386,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.25,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,6,true,1500,12,4204574309,0.8,1052,183.0,25.5,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:36.899Z,test_29-pool2.6-magcal2,true,0.00,15.77,false,false,false,false,false,none,2000,2000,1500,1609,1000,-0.3,207.4,1660,false,off,1500,true,true,188.7,200.0,205408,38.846382,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.99,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,4,true,1500,12,4204574309,0.8,1053,183.0,25.1,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:37.999Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,2000,2000,1500,1609,1000,-0.3,197.8,1660,false,off,1500,true,true,179.5,190.8,205412,38.846378,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.96,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,3,true,1500,12,4204574309,0.7,1054,183.1,24.6,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:38.916Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,2000,1000,1500,1609,1000,-0.3,185.1,1660,false,off,1500,true,true,173.4,184.6,205416,38.846378,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.01,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,2,true,1500,12,4204574309,0.7,1055,183.1,24.6,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:39.849Z,test_29-pool2.6-magcal2,true,-0.00,15.78,false,false,false,false,false,none,2000,1000,1500,1609,1000,-0.3,178.6,1660,false,off,1500,true,true,168.3,179.6,205424,38.846375,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.24,FAILSAFE,true,8.00,3.00,false,,false,off,,false,3,false,200,25,8,true,1500,12,4204574309,0.6,1056,183.1,24.2,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:40.966Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1000,-0.3,174.9,1660,false,off,1500,false,true,162.2,173.5,205404,38.846375,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.90,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,6,true,1537,12,4204574309,0.5,1057,183.1,24.2,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:41.983Z,test_29-pool2.6-magcal2,true,0.00,15.78,false,false,false,false,false,none,1000,1000,1500,1609,1000,-0.3,166.8,1660,false,off,1500,false,true,157.4,168.7,205412,38.846375,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.19,MANUAL,true,8.00,3.00,false,,false,off,,false,3,false,200,25,4,true,1537,12,4204574309,0.5,1058,183.1,24.2,38.846157,-77.162170,true,38.846394,-77.162148
2026-06-14T10:53:42.917Z,test_29-pool2.6-magcal2,true,0.00,15.68,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,160.9,1660,false,off,1673,false,true,152.9,164.2,205396,38.846375,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.70,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1644,12,4204574309,0.4,1059,183.1,24.2,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:43.833Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,155.8,1660,false,off,1667,false,true,146.4,157.7,205404,38.846375,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.84,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1573,12,4204574309,0.7,1060,183.1,24.2,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:44.967Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,162.6,1660,false,off,1656,false,true,156.7,167.9,205388,38.846371,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.82,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,6,true,1454,12,4204574309,0.9,1061,184.7,23.8,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:45.884Z,test_29-pool2.6-magcal2,true,0.00,15.72,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.3,172.9,1660,false,off,1652,false,true,176.7,188.0,205408,38.846367,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.47,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,4,true,1409,12,4204574309,1.1,1062,184.8,23.4,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:46.901Z,test_29-pool2.6-magcal2,true,0.00,15.74,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.6,176.9,1660,false,off,1665,false,true,183.0,194.6,205408,38.846359,-77.162155,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.04,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,9,true,1558,12,4204574309,1.2,1063,183.4,22.5,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:47.834Z,test_29-pool2.6-magcal2,true,0.00,15.71,false,false,false,false,false,none,1000,2000,1500,1609,1000,-0.6,170.2,1660,false,off,1676,false,true,165.8,177.4,205400,38.846355,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,22.17,AUTO,true,8.00,3.00,false,,false,off,,false,3,false,200,25,5,true,1670,12,4204574309,1.3,1064,185.1,22.1,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:48.868Z,test_29-pool2.6-magcal2,true,0.00,15.76,false,false,true,false,false,none,2000,2000,1500,1609,1000,-0.6,164.9,1660,false,off,1500,true,true,153.6,165.2,205388,38.846352,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,20.69,FAILSAFE,true,8.00,3.00,true,1,false,on,118,false,3,false,200,25,8,true,1500,12,4204574309,1.1,1065,185.2,21.7,38.846157,-77.162170,true,38.846375,-77.162155
2026-06-14T10:53:49.901Z,test_29-pool2.6-magcal2,true,0.00,15.77,false,false,true,false,false,none,2000,2000,1500,1609,1000,-0.6,169.3,1660,false,off,1500,true,true,167.9,179.5,205400,38.846348,-77.162148,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,21.39,FAILSAFE,true,8.00,3.00,true,1,false,on,1152,false,3,false,200,25,3,true,1500,12,4204574309,1.2,1066,185.3,21.3,38.846157,-77.162170,true,38.846375,-77.162155
