ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,course,cruise_us,deck_on,depth_age_ms,depth_m,depth_mode,esc_us,failsafe_ack,gps_fix,gps_simulated,heading,heap,lat,lon,mag_baseline_uT,mag_cal_progress,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_bearing,wp_dist_m,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-06-05T15:26:15.889Z,test_29-pool2.1-magcal,true,0.00,16.07,false,false,false,false,false,none,1000,1000,1500,1364,2000,359.5,1620,false,,,off,1705,false,true,false,70.2,202568,38.785343,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,14.99,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1453,12,1557232302,0.8,412,35.7,51.9,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:16.889Z,test_29-pool2.1-magcal,true,0.00,16.05,false,false,false,false,false,none,1000,1000,1500,1000,2000,2.0,1620,false,,,off,1689,false,true,false,69.6,202560,38.785347,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,16.99,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1330,12,1557232302,0.9,413,36.1,51.5,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:17.922Z,test_29-pool2.1-magcal,true,0.00,16.03,false,false,false,false,false,none,1000,1000,1500,1000,2000,3.2,1620,false,,,off,1689,false,true,false,65.8,202564,38.785351,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,15.06,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1330,12,1557232302,0.7,415,36.6,51.2,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:18.939Z,test_29-pool2.1-magcal,true,0.00,16.05,false,false,false,false,false,none,1000,1000,1500,1000,2000,7.1,1620,false,,,off,1689,false,true,false,24.6,202592,38.785355,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,16.13,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1330,12,1557232302,0.9,415,36.7,50.8,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:19.956Z,test_29-pool2.1-magcal,true,0.00,16.05,false,false,false,false,false,none,1000,1000,1500,1000,2000,354.2,1620,false,,,off,1689,false,true,false,336.3,202588,38.785362,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,17.65,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1330,12,1557232302,0.8,417,37.5,50.2,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:21.006Z,test_29-pool2.1-magcal,true,0.00,16.04,false,false,false,false,false,none,1000,1000,1500,1381,2000,345.7,1620,false,,,off,1705,false,true,false,298.6,202576,38.785366,-76.221970,27.70,100,done,138,true,true,-54.67,1.05,-34.80,20.06,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1459,12,1557232302,0.7,418,37.6,49.8,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:22.223Z,test_29-pool2.1-magcal,true,0.00,16.01,false,false,false,false,false,none,1000,1000,1500,1412,2000,316.9,1620,false,,,off,1706,false,true,false,274.8,202576,38.785374,-76.221977,27.70,100,done,138,true,true,-54.67,1.05,-34.80,26.51,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1464,12,1557232302,1.0,419,38.6,49.6,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:23.340Z,test_29-pool2.1-magcal,true,0.00,16.08,false,false,false,false,false,none,1000,1000,1500,1821,1895,317.7,1620,false,,,off,1697,false,true,false,263.8,202560,38.785378,-76.221977,27.70,100,done,138,true,true,-54.67,1.05,-34.80,19.47,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,8,true,1609,12,1557232302,1.0,420,39.0,49.2,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:24.057Z,test_29-pool2.1-magcal,true,0.00,16.10,false,false,false,false,false,none,1000,1000,1500,1819,1745,317.7,1620,false,,,off,1659,false,true,false,262.9,202564,38.785378,-76.221977,27.70,100,done,138,true,true,-54.67,1.05,-34.80,20.03,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1608,12,1557232302,1.0,421,39.0,49.2,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:24.990Z,test_29-pool2.1-magcal,true,0.00,16.09,false,false,false,false,false,none,1000,1000,1498,2000,1742,318.8,1620,false,,,off,1664,false,true,false,266.2,202576,38.785381,-76.221985,27.70,100,done,138,true,true,-54.67,1.05,-34.80,20.39,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1670,12,1557232302,0.7,422,40.0,49.3,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:26.091Z,test_29-pool2.1-magcal,true,0.00,16.03,false,false,false,false,false,none,1000,1000,1498,2000,2000,322.6,1620,false,,,off,1710,false,true,false,275.2,202568,38.785385,-76.221985,27.70,100,done,138,true,true,-54.67,1.05,-34.80,21.68,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1670,12,1557232302,0.8,423,40.5,49.0,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:26.907Z,test_29-pool2.1-magcal,true,-0.00,16.06,false,false,false,false,false,none,1000,1000,1498,2000,2000,321.2,1620,false,,,off,1710,false,true,false,289.8,202580,38.785385,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,16.22,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1670,12,1557232302,0.5,423,41.0,49.4,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:27.924Z,test_29-pool2.1-magcal,true,0.00,16.02,false,false,false,false,false,none,1000,1000,1498,2000,2000,325.8,1620,false,,,off,1710,false,true,false,296.3,202556,38.785389,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,17.74,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1670,12,1557232302,0.5,425,41.3,49.1,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:28.991Z,test_29-pool2.1-magcal,true,0.00,16.06,false,false,false,false,false,none,1000,1000,1497,2000,2000,323.7,1620,false,,,off,1710,false,true,false,312.7,202580,38.785389,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,14.51,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1670,12,1557232302,0.5,426,41.3,49.1,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:30.124Z,test_29-pool2.1-magcal,true,0.00,16.02,false,false,false,false,false,none,1000,1000,1494,2000,2000,323.7,1620,false,,,off,1710,false,true,false,334.3,202556,38.785393,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,15.91,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1670,12,1557232302,0.4,427,41.6,48.8,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:30.908Z,test_29-pool2.1-magcal,true,0.00,16.06,false,false,false,false,false,none,1000,1000,1492,2000,2000,333.7,1620,false,,,off,1710,false,true,false,7.3,202592,38.785393,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,16.11,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1670,12,1557232302,0.4,427,41.6,48.8,38.785721,-76.221619,true,38.785297,-76.221962
2026-06-05T15:26:31.975Z,test_29-pool2.1-magcal,true,0.00,16.04,false,false,false,false,false,none,1000,1000,1488,2000,2000,341.8,1620,false,,,off,1710,false,true,false,44.1,202568,38.785397,-76.221992,27.70,100,done,138,true,true,-54.67,1.05,-34.80,15.89,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1670,12,1557232302,0.5,429,41.6,48.5,38.785721,-76.221619,true,38.785297,-76.221962
