ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,uptime,wp_set
2026-06-27T23:02:30.415Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.8,230.8,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.95,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,2,true,1519,0,3466690380,188,false
2026-06-27T23:02:31.416Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.8,230.8,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.65,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,0,3466690380,189,false
2026-06-27T23:02:32.416Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.8,230.8,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.16,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1519,0,3466690380,190,false
2026-06-27T23:02:33.416Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,220.0,231.0,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.19,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,6,true,1519,0,3466690380,191,false
2026-06-27T23:02:34.433Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.5,230.5,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.37,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1519,0,3466690380,192,false
2026-06-27T23:02:35.433Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.5,230.5,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.40,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,0,3466690380,193,false
2026-06-27T23:02:36.416Z,0.6.0,true,-0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.5,230.5,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.54,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,6,true,1519,0,3466690380,194,false
2026-06-27T23:02:37.458Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.4,230.4,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.70,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,0,3466690380,195,false
2026-06-27T23:02:38.437Z,0.6.0,true,-0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.4,230.4,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.53,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,0,3466690380,196,false
2026-06-27T23:02:39.462Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.1,230.1,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.89,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,7,true,1519,0,3466690380,197,false
2026-06-27T23:02:40.512Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.1,230.1,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.80,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,2,true,1519,0,3466690380,198,false
2026-06-27T23:02:41.446Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.2,230.2,145992,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.04,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,0,3466690380,199,false
2026-06-27T23:02:42.446Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.1,230.1,146024,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.92,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,0,3466690380,200,false
2026-06-27T23:02:43.480Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.1,230.1,146008,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.20,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,8,true,1519,0,3466690380,201,false
2026-06-27T23:02:44.463Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,218.9,229.9,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.65,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1500,0,3466690380,202,false
2026-06-27T23:02:45.463Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,219.1,230.1,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.60,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,2,true,1500,0,3466690380,203,false
2026-06-27T23:02:46.464Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,219.1,230.1,146012,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,23.05,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,1,true,1500,0,3466690380,204,false
2026-06-27T23:02:47.464Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,219.0,230.0,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.47,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,1,true,1500,0,3466690380,205,false
2026-06-27T23:02:48.464Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,219.2,230.2,146004,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.01,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,0,true,1500,0,3466690380,206,false
2026-06-27T23:02:49.464Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,218.9,229.9,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.37,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1500,0,3466690380,207,false
2026-06-27T23:02:50.447Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,2000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,true,false,1500,218.9,229.9,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.94,FAILSAFE,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1500,0,3466690380,208,false
2026-06-27T23:02:51.464Z,0.6.0,true,-0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.0,230.0,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.46,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,0,3466690380,209,false
2026-06-27T23:02:52.465Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.9,229.9,146016,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.61,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1519,0,3466690380,210,false
2026-06-27T23:02:53.469Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.9,229.9,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,20.13,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1519,0,3466690380,211,false
2026-06-27T23:02:54.469Z,0.6.0,true,0.00,15.21,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.4,229.4,146008,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.19,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,4,true,1519,0,3466690380,212,false
2026-06-27T23:02:55.452Z,0.6.0,true,0.00,15.21,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.9,229.9,146020,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.87,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,6,true,1519,0,3466690380,213,false
2026-06-27T23:02:56.477Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.7,229.7,145988,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.66,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,3,true,1519,0,3466690380,214,false
2026-06-27T23:02:57.478Z,0.6.0,true,-0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.9,229.9,146004,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.94,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,9,true,1519,0,3466690380,215,false
2026-06-27T23:02:58.478Z,0.6.0,true,0.00,15.21,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.7,229.7,146008,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.88,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,8,true,1519,0,3466690380,216,false
2026-06-27T23:02:59.478Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.5,229.5,145996,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.80,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,2,true,1519,0,3466690380,217,false
2026-06-27T23:03:00.478Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.4,229.4,145996,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,22.42,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,1,true,1519,0,3466690380,218,false
2026-06-27T23:03:01.478Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,218.7,229.7,146004,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.95,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,5,true,1519,0,3466690380,219,false
2026-06-27T23:03:02.495Z,0.6.0,true,0.00,15.22,false,false,false,false,false,none,1000,1493,1000,1500,1556,1000,0.0,1600,false,off,1500,false,false,1500,219.2,230.2,145996,22.46,0,0,good,22.5,idle,116,true,true,-39.53,-1.35,-20.33,21.83,MANUAL,false,8.00,1.50,false,false,off,false,3,false,200,25,0,true,1519,0,3466690380,220,false
